,name,featureType,plateId,points
1291,"Perija, South America",ClosedContinentalBoundary,228,"{13.691798477,-70.505434969},{13.6919,-70.4944},{13.561709925,-69.686941719},{13.3476,-68.359},{12.7067,-66.514},{12.633488197,-66.653217148},{12.570683452,-66.286909841},{10.545179612,-67.700070093},{10.537620731,-67.761902165},{10.525620725,-67.805900185},{10.5154205,-67.951202235},{10.497806776000001,-68.029251099},{10.849319624,-68.236160124},{10.849999486,-68.510002182},{10.799999609,-68.840004196},{10.759999531,-69.169998087},{10.749999555,-69.279999229},{10.810000821,-69.279999229},{10.900010665,-69.300003241},{11.010000682,-69.340004203},{11.05000076,-69.349998174},{11.029998514,-69.500000101},{10.960000628,-69.790000977},{10.929990637,-70.150001152},{10.910000751,-70.529998981},{10.900010665,-70.909988158},{10.929990637,-71.360000119},{10.969999721,-71.470009208},{11.010000682,-71.659996203},{11.090000839,-71.849998208},{11.149999631,-72.209999266},{11.169692161,-72.260108346},{11.18999971,-72.37000311},{11.230000671,-72.56999997},{11.260000597,-72.889999006},{11.313299659,-73.144096282},{11.320399537,-73.284897116},{11.316399653,-73.368500011},{11.318901722,-73.452103259},{11.323600716,-73.555496143},{11.3368997,-73.628097105},{11.348299838,-73.781998085},{11.368200547,-73.896301253},{11.364210728,-73.968902038},{11.355910584,-74.054802161},{11.339099627,-74.169296043},{11.317799816,-74.235390108},{11.294300606,-74.294899224},{11.285614381,-74.312786615},{11.262201584,-74.361000175},{11.262500547,-74.416000128},{11.25620061,-74.457802106},{11.256590515,-74.554602977},{11.224899763,-74.719803086},{11.182400618,-74.884903247},{11.16652275,-74.966598114},{11.120496799,-75.086089954},{10.967323713,-75.235939132},{10.960875248,-75.234902058},{10.559212603,-75.759802106},{10.555300675,-75.789596144},{10.555600697,-75.866699029},{10.545099743,-75.937095119},{10.538890572,-76.02290324},{10.52610069,-76.06919831},{10.41500965,-76.31905307},{10.296429532,-76.496910268},{10.116520564,-76.618698098},{10.076220464,-76.649368174},{9.930296904,-76.703415587},{9.90342912,-76.773271825},{9.6886,-76.7868},{9.228029855,-77.038772485},{9.1258,-77.1639},{8.914588843,-76.981029118},{8.669919976,-77.280505129},{8.733672769,-77.31397286},{8.914588843,-77.092530612},{9.1258,-77.275401493},{9.228029855,-77.150273978},{9.6886,-76.898301493},{9.984238714,-76.879684594},{10.6954,-76.834901494},{11.3339,-77.350601493},{11.646331966,-77.558356342},{11.9004,-77.727301493},{11.959587684,-77.686266016},{12.5597,-77.270201493},{13.1373,-76.757301493},{13.2603,-76.012501493},{13.248235851,-75.988848685},{13.2603,-75.912036838},{13.258934659,-75.909267547},{13.2603,-75.901},{12.693097268,-74.788980242},{12.6826,-74.7684},{12.506024731,-74.288840565},{13.1235,-73.500301493},{13.6582,-72.437101493},{13.692063145,-70.684065357},{13.691798477,-70.505434969}"
1292,"Romeral, Colombia, South America",ClosedContinentalBoundary,226,"{8.045257045,-73.342225486},{8.017943306,-73.298523504},{7.338240283,-73.023643605},{7.336918681,-73.025091075},{7.245408603,-72.990101927},{6.5217209910000005,-72.865148671},{6.451508619,-72.853025671},{5.69758921,-72.75592999},{5.491974826,-72.784487543},{4.132635285,-74.075288956},{3.572907238,-74.737824194},{3.904174858,-74.977707643},{3.940351117,-74.989573486},{3.978288644,-75.007403255},{3.997999698,-75.01660117},{4.072700816,-75.044899146},{4.127600643,-75.068901276},{4.193600587,-75.110405174},{4.395899618,-75.212997233},{4.534310516,-75.267402263},{4.696898719,-75.337096947},{4.764899753,-75.361000012},{4.859399688,-75.404602123},{5.028400668,-75.467697025},{5.17970069,-75.478096089},{5.368000744,-75.468498203},{5.457800626,-75.470306106},{5.63959961,-75.487099227},{5.73830074,-75.513100152},{5.836899625,-75.543503051},{5.994800489,-75.624199139},{6.115299583,-75.663299328},{6.172200501,-75.676300055},{6.229100713,-75.684799036},{6.314500563,-75.717498986},{6.382400588,-75.732605166},{6.474399691,-75.77179718},{6.555299738,-75.800110342},{6.642899515,-75.834907092},{6.732600508,-75.867500206},{6.822400743,-75.915497051},{6.868410624,-75.954902206},{7.067999567,-76.160896155},{7.166500622,-76.230903046},{7.232300669,-76.292198168},{7.319901683,-76.362198173},{7.38120069,-76.414802186},{7.466498649,-76.471596268},{7.5299107020000005,-76.506500207},{7.593299799,-76.534904135},{7.619758893,-76.541655012},{8.100034611,-76.801653897},{8.498412481,-76.874475659},{8.527933194,-76.877755738},{8.654406994,-76.891808382},{8.72079972,-76.926102206},{8.822999578,-76.930099088},{8.888100691,-76.903396051},{8.927099518,-76.883400338},{9.005210718,-76.84790801},{9.026332232,-76.844254609},{8.914588843,-76.981029118},{9.1258,-77.1639},{9.228029855,-77.038772485},{9.6886,-76.7868},{9.90342912,-76.773271825},{9.930296904,-76.703415587},{10.076220464,-76.649368174},{10.116520564,-76.618698098},{10.296429532,-76.496910268},{10.41500965,-76.31905307},{10.52610069,-76.06919831},{10.538890572,-76.02290324},{10.545099743,-75.937095119},{10.555600697,-75.866699029},{10.555300675,-75.789596144},{10.559212603,-75.759802106},{10.960875248,-75.234902058},{10.967323713,-75.235939132},{11.120496799,-75.086089954},{11.16652275,-74.966598114},{11.182400618,-74.884903247},{11.224899763,-74.719803086},{11.256590515,-74.554602977},{11.25620061,-74.457802106},{11.262500547,-74.416000128},{11.262201584,-74.361000175},{11.285614381,-74.312786615},{11.142139646,-74.28090334},{10.936525261,-74.326595425},{8.446306607,-73.526983931},{8.075058413,-73.389907675},{8.045257045,-73.342225486}"
1293,"Western Panama, Central America",ClosedContinentalBoundary,231,"{7.8755870130000005,-82.105238409},{7.840132194,-82.106637318},{7.856426016,-82.139224963},{7.974923532,-82.618601273},{8.079809536,-83.042912841},{8.134644644,-83.143128727},{8.53005745,-83.776927711},{8.749960098,-84.210789691},{9.044420193,-84.921555438},{9.440418251,-85.622167388},{9.593436981,-85.740409133},{9.594981765,-85.738002834},{9.647140066,-85.656756251},{9.893270479,-85.346549828},{10.163139358,-85.124871819},{10.807701587,-83.50732756},{10.805743401,-83.505919455},{10.126204592,-83.017272359},{9.632769172,-82.481684164},{8.989999635,-82.139999601},{8.210000503,-82.099998083},{7.8755870130000005,-82.105238409}"
1294,"Eastern Panama, Central America",ClosedContinentalBoundary,201,"{-4.75450046,-81.866974057},{-4.854172667,-81.982452311},{-4.75450046,-81.978475551},{-4.6674013080000005,-81.97230364},{-4.552999251,-81.956502587},{-4.495700305,-81.953099569},{-4.456899433,-81.940999791},{-4.369800281,-81.932599522},{-4.329425307,-81.93694075},{-4.279999339,-81.949201752},{-4.214425502,-81.94854573},{-4.169699235,-81.956304633},{-4.068899362,-81.943097651},{-4.027599247,-81.942304773},{-3.981900335,-81.930005805},{-3.842700445,-81.886304805},{-3.762500391,-81.875699487},{-3.668600323,-81.857999766},{-3.61360037,-81.852498711},{-3.478801217,-81.815702637},{-3.357399231,-81.790601779},{-3.27049927,-81.768499553},{-3.197399448,-81.748799801},{-3.078300339,-81.723798538},{-3.005199458,-81.701902744},{-2.904499357,-81.679502615},{-2.835899339,-81.65770465},{-2.7671993720000003,-81.642705658},{-2.691701314,-81.623006612},{-2.565709288,-81.600103563},{-2.455599544,-81.582105585},{-2.326026323,-81.552846796},{-2.244499391,-81.557698539},{-2.1363993900000002,-81.558011628},{-2.065200179,-81.55219872},{-2.003100348,-81.553304688},{-1.9457094,-81.547704744},{-1.837699458,-81.541204557},{-1.7550003379999999,-81.530500703},{-1.683599288,-81.536100647},{-1.598600292,-81.529889711},{-1.553081112,-81.52387472},{-1.538900285,-81.522000839},{-1.458700231,-81.504499602},{-1.355689483,-81.472997622},{-1.199799422,-81.44499755},{-1.007200344,-81.404897699},{-0.9063994120000001,-81.38020052},{-0.7873003030000001,-81.348302808},{-0.6981004660000001,-81.31689954},{-0.597600263,-81.278501464},{-0.402699366,-81.236096617},{-0.352500299,-81.214604502},{-0.24300031200000002,-81.160001694},{-0.10549937000000001,-81.127805548},{0.013100703,-81.068502687},{0.13350055500000002,-80.983998842},{0.162990673,-80.960599581},{0.24709966800000002,-80.904203704},{0.32020072600000005,-80.873212592},{0.40449973,-80.825902672},{0.527699554,-80.766500745},{0.5824005440000001,-80.73579959},{0.6280005660000001,-80.716703591},{0.6875005,-80.697301742},{0.7559996870000001,-80.668599557},{0.8289006710000001,-80.628400642},{0.890300686,-80.586103689},{0.9654997810000001,-80.545903714},{1.049700602,-80.491803651},{1.197599724,-80.402204726},{1.2542996849999999,-80.359998716},{1.347600591,-80.301198776},{1.4343105440000001,-80.258405789},{1.548299563,-80.206105683},{1.595999741,-80.168599551},{1.672600587,-80.08489759},{1.7316007770000001,-80.035802547},{1.797500596,-79.991201657},{1.8518007330000001,-79.946805609},{1.961690801,-79.9173026},{2.050599622,-79.872304741},{2.134299641,-79.797589673},{2.172700719,-79.760297565},{2.274600732,-79.67160577},{2.371373702,-79.606343609},{2.414973567,-79.595178807},{2.441000753,-79.588513742},{2.543700531,-79.547803606},{2.591500834,-79.523992543},{2.712199649,-79.457799589},{2.7756996430000003,-79.413198522},{2.827699727,-79.366590715},{2.8821997599999998,-79.329000704},{2.9437006070000002,-79.298101594},{3.001674647,-79.251844666},{3.107299597,-79.194600638},{3.170899716,-79.154500612},{3.236699763,-79.109899545},{3.3000996320000002,-79.056203691},{3.356700527,-79.011701514},{3.436100639,-78.955388809},{3.504299628,-78.915303792},{3.576799759,-78.863599669},{3.622000693,-78.823903674},{3.724100779,-78.751203646},{3.771600706,-78.713803643},{3.914874648,-78.563047511},{3.9904996720000003,-78.506299694},{4.046284733,-78.466947692},{4.163400587,-78.418500726},{4.222710689,-78.399198649},{4.290799486,-78.356809695},{4.361400595,-78.328000498},{4.516400479,-78.268102713},{4.584699592,-78.243901745},{4.678400469,-78.221700631},{4.753499792,-78.190602683},{4.855499753,-78.122403695},{4.896000633,-78.082799702},{5.171200649,-77.958905536},{5.301400579,-77.935903774},{5.397599817,-77.936498697},{5.513999785,-77.909207624},{5.6236996690000005,-77.893499809},{5.697400771,-78.007405479},{5.741500506,-78.002698538},{5.825200524,-78.016797816},{5.901528838,-78.039756543},{5.990000663,-78.077603614},{6.094500574,-78.140699753},{6.256900535,-78.259900752},{6.366000727,-78.332402472},{6.472673213,-78.396725582},{7.1044,-77.9288},{7.178,-77.8551},{7.2729,-77.7496},{7.397840696,-77.645525821},{7.53827433,-77.523692961},{7.6812000000000005,-77.395},{7.9176,-77.1372},{8.172870536,-77.063852921},{8.3375,-76.9958},{8.527933194,-76.877755738},{8.498412481,-76.874475659},{8.100034611,-76.801653897},{7.619758893,-76.541655012},{7.593299799,-76.534904135},{7.5299107020000005,-76.506500207},{7.466498649,-76.471596268},{7.38120069,-76.414802186},{7.319901683,-76.362198173},{7.232300669,-76.292198168},{7.166500622,-76.230903046},{7.067999567,-76.160896155},{6.868410624,-75.954902206},{6.822400743,-75.915497051},{6.732600508,-75.867500206},{6.642899515,-75.834907092},{6.555299738,-75.800110342},{6.474399691,-75.77179718},{6.382400588,-75.732605166},{6.314500563,-75.717498986},{6.229100713,-75.684799036},{6.172200501,-75.676300055},{6.115299583,-75.663299328},{5.994800489,-75.624199139},{5.836899625,-75.543503051},{5.73830074,-75.513100152},{5.63959961,-75.487099227},{5.457800626,-75.470306106},{5.368000744,-75.468498203},{5.17970069,-75.478096089},{5.028400668,-75.467697025},{4.859399688,-75.404602123},{4.764899753,-75.361000012},{4.696898719,-75.337096947},{4.534310516,-75.267402263},{4.395899618,-75.212997233},{4.193600587,-75.110405174},{4.127600643,-75.068901276},{4.072700816,-75.044899146},{3.997999698,-75.01660117},{3.978288644,-75.007403255},{3.945445153,-75.024113107},{2.581608125,-76.233777253},{0.8757702700000001,-77.425156072},{0.17778212300000001,-77.812927265},{-0.006801419,-77.975189315},{-0.333199458,-78.202598211},{-0.6462992200000001,-78.436699244},{-0.9591994370000001,-78.734199086},{-1.3954993770000002,-79.045303056},{-1.695100434,-79.299399978},{-1.981399329,-79.490097032},{-2.244400325,-79.640701299},{-2.420799263,-79.787803129},{-2.499999301,-79.840011233},{-2.580500436,-79.918190242},{-2.736899423,-80.038605104},{-2.873200277,-80.158905361},{-4.75450046,-81.866974057}"
1295,Kalimantan Core (Borneo),ClosedContinentalBoundary,614,"{2.321673593,109.11959252},{2.371634443,109.392471048},{2.387270378,109.453711794},{1.766068753,109.698156238},{1.744590839,109.720521668},{1.545094822,109.775937229},{1.201518346,109.91447613},{0.8801080950000001,110.141679928},{0.724944526,110.446465511},{0.47003294700000003,111.310948255},{0.33149404600000004,112.092307659},{0.30932782200000003,112.823793057},{0.37582649500000004,113.31144999},{0.49337764900000003,113.535865831},{0.292975584,113.945700162},{-0.033575546000000005,114.613516954},{-0.49043205900000003,115.165551907},{-1.224490059,115.401797352},{-2.174806669,115.054566283},{-3.475910313,114.539203972},{-3.818787708,114.356385537},{-4.138331498,114.030693408},{-4.6383666990000005,113.504272461},{-5.223815918,112.84753418},{-5.550310521,112.626187795},{-5.442659251,111.739699991},{-2.6871881699999998,108.509145558},{-2.684865714,108.506476622},{-2.130737305,108.542175293},{-1.7860107420000002,108.566589356},{-1.086730957,108.670166016},{-0.847900391,108.610595703},{-0.487670898,108.48449707},{-0.20617675800000002,108.359558106},{2.098410522,107.667007147},{3.94793613,107.422949607},{3.306310939,107.686631392},{2.681525173,108.036511421},{2.547559375,108.383246428},{2.286101777,108.906161625},{2.321673593,109.11959252}"
1296,"Central Panama, Central America",Basin,230,"{7.744493072,-79.054844859},{7.065466383,-78.952162774},{7.052410621,-78.958806664},{7.054276102,-78.961086697},{7.115198881,-79.519545498},{7.338582401,-79.732775221},{7.338582401,-79.804042063},{7.316719739,-79.990868449},{7.226890641,-80.758498923},{7.2279327460000005,-80.760630501},{7.226890641,-80.76953576},{7.236376574,-80.788938807},{7.226890641,-80.870000416},{7.390870827,-81.20539169},{7.450274161,-81.326921253},{7.840132194,-82.106637318},{7.8755870130000005,-82.105238409},{8.210000503,-82.099998083},{8.989999635,-82.139999601},{9.632769172,-82.481684164},{10.126204592,-83.017272359},{10.805743401,-83.505919455},{11.08962559,-83.426415737},{12.131477059,-81.209546365},{10.31679961,-80.38659715},{10.301799736,-80.432800219},{9.511366411000001,-80.000848716},{9.235197358,-79.791629736},{8.772564994,-79.470357261},{7.744493072,-79.054844859}"
1297,Antarctic Peninsula,ClosedContinentalBoundary,802,"{-67.958696739,-53.763526311},{-68.037,-53.847},{-69.108220962,-53.629702873},{-71.237296267,-54.925400147},{-72.81999947,-56.229999175},{-74.019996519,-58.08000222},{-75.069999236,-60.560001067},{-75.790000467,-62.970000969},{-76.360000302,-65.809997165},{-76.529998471,-67.010002338},{-76.63999926,-69.620003161},{-76.58000135,-72.400001271},{-76.09639732,-77.50710309},{-76.259086354,-78.903648069},{-75.445400181,-85.339123532},{-75.444892449,-85.343139203},{-72.770393559,-81.780371999},{-69.682189282,-83.015648236},{-69.680271645,-83.010195763},{-69.593624141,-83.043720852},{-69.443018579,-83.102335499},{-69.4159,-82.996},{-69.3677,-82.8325},{-69.297,-82.6054},{-69.2583,-82.3963},{-69.242003926,-82.220655205},{-69.2389,-82.1872},{-69.2388,-81.9779},{-69.229,-81.5685},{-69.2257,-81.2136},{-69.216,-80.9225},{-69.1933,-80.6678},{-69.1609,-80.4041},{-69.1316,-80.1859},{-69.1056,-80.0132},{-69.0698,-79.8405},{-69.0372,-79.7133},{-68.9915,-79.5589},{-68.9687,-79.4589},{-68.949,-79.3316},{-68.9392,-79.2134},{-68.9359,-79.0405},{-68.926,-78.9132},{-68.9293,-78.9131},{-68.9194,-78.6038},{-68.914441816,-78.548806485},{-67.054794356,-74.416256575},{-66.179086331,-72.053497185},{-65.570838438,-70.412375512},{-63.890888341,-67.332467002},{-63.685633781,-66.503432346},{-63.55076287,-65.958699047},{-62.994914957,-63.748573463},{-62.80576019,-63.106759993},{-62.797649127,-63.07923867},{-62.757189011,-62.941955068},{-62.60964641,-62.441334173},{-61.819461434,-59.760189157},{-61.118970682,-57.728752284},{-61.174969019,-56.384792207},{-61.370963197,-55.656813832},{-61.393308982,-55.114930657},{-61.527993582,-54.873357665},{-61.585382828,-54.704500046},{-61.623,-54.471},{-61.941654609,-53.189528775},{-61.945270503,-53.198793434},{-61.943035061,-53.183977282},{-62.088,-52.601},{-62.592,-51.776},{-63.344581631,-51.278003248},{-63.3438,-51.251},{-63.372057982,-51.080167653},{-63.389899545,-51.083808788},{-64.180435998,-51.245142758},{-64.181368313,-51.245331289},{-64.632866301,-51.337475473},{-64.836126289,-51.817908173},{-64.847160348,-51.843824601},{-65.043520769,-52.308113306},{-65.857115352,-52.327957077},{-66.257191714,-52.337715037},{-66.323680678,-52.33932786},{-66.574141968,-52.345445531},{-66.69578314500001,-52.470374307},{-66.70728018,-52.482085261},{-67.053771714,-52.837978002},{-67.060495811,-52.844944073},{-67.720192149,-53.522470042},{-67.723709989,-53.526062023},{-67.955434269,-53.764070056},{-67.958696739,-53.763526311}"
1298,Marie Byrd Land,ClosedContinentalBoundary,804,"{-76.3366,-159.2},{-76.3517,-158.9817},{-76.3645,-158.6815},{-76.3816,-158.3177},{-76.387999,-158.0267},{-76.398699,-157.6993},{-76.42,-157.0536},{-76.42,-156.653499},{-76.4285,-156.4443},{-76.4349,-156.1442},{-76.4412,-155.8896},{-76.4369,-155.5259},{-76.4241,-155.3078},{-76.4048,-155.0533},{-76.3898,-154.7988},{-76.3512,-154.4536},{-76.3103,-154.144799},{-76.2736,-153.8905},{-76.2433,-153.6452},{-76.2129,-153.4363},{-76.189,-153.3183},{-76.1499,-153.2003},{-76.1062,-153.1007},{-76.0668,-153.073699},{-76.0119,-153.1286},{-75.9745,-153.1471},{-75.9391,-153.1656},{-75.8882,-153.1659},{-75.8415,-153.1299},{-75.817,-152.9664},{-75.805799,-152.9119},{-75.785699,-152.7211},{-75.7611,-152.5486},{-75.7454,-152.2304},{-75.7543,-151.9758},{-75.7543,-151.6029},{-75.7475,-151.2302},{-75.7228,-150.903},{-75.6665,-150.4033},{-75.625899,-150.0399},{-75.5556,-149.4766},{-75.4895,-149.1043},{-75.4461,-148.7682},{-75.4071,-148.4229},{-75.3496,-147.8323},{-75.3012,-147.4871},{-75.2665,-147.269099},{-75.2293,-147.0602},{-75.1921,-146.8513},{-75.1175,-146.4063},{-75.0377,-145.9249},{-74.9741,-145.598},{-74.896,-145.162},{-74.8222,-144.689699},{-74.771999,-144.271699},{-74.7241,-143.9811},{-74.6495,-143.5542},{-74.5867,-143.1727},{-74.5017,-142.636699},{-74.4359,-142.209799},{-74.381999,-141.873699},{-74.325499,-141.4649},{-74.282277824,-141.192937838},{-75.336745606,-139.979034344},{-75.526283145,-139.518728891},{-75.648128706,-138.692886755},{-75.756435871,-136.648589008},{-75.851204641,-133.737833938},{-75.851204641,-131.341537903},{-75.810589454,-129.730468818},{-75.756435871,-125.235721453},{-75.72935908,-123.27265408},{-75.72935908,-120.348360614},{-75.688743893,-118.493600407},{-75.63459031,-117.112684048},{-75.621051915,-115.379769401},{-75.566898332,-113.890545877},{-75.309668814,-110.43825498},{-75.288626467,-110.42849621},{-75.366078796,-108.743908047},{-75.414215314,-103.593300625},{-75.534556609,-98.153874096},{-75.445400181,-85.339123532},{-76.259086354,-78.903648069},{-76.819999348,-78.089996287},{-77.16000328,-77.41000414},{-77.43000032,-75.959999228},{-77.72000155,-73.449997276},{-77.910003555,-73.080002071},{-78.163299476,-73.939400089},{-78.141097302,-75.112198067},{-77.79810339,-79.642799159},{-77.602203361,-80.95230114},{-77.694702384,-81.277801055},{-77.90509036,-80.295082074},{-77.928001356,-81.129997113},{-78.13829733,-79.901001035},{-78.165000367,-79.420303105},{-78.302696615,-78.051597328},{-78.612899459,-76.988899028},{-78.824798318,-77.495499171},{-78.906997519,-78.285698185},{-78.858802366,-79.980903009},{-78.679702346,-81.500297108},{-78.328300395,-82.714104186},{-78.399002335,-83.837303141},{-78.547500266,-83.722099024},{-78.811698525,-83.165901094},{-79.127502371,-82.348800029},{-79.164802426,-81.552101004},{-79.436302403,-80.975998304},{-79.611198581,-80.627800004},{-79.594497462,-80.006203235},{-79.296996383,-80.173102999},{-79.279098354,-77.605301122},{-79.421096451,-76.154899065},{-79.709999306,-74.980003051},{-79.970001492,-75.400000958},{-80.089996429,-76.12000325},{-80.197787595,-76.919916354},{-80.279998434,-77.529999077},{-80.360000357,-78.220001089},{-80.620002366,-78.900001183},{-81.230003339,-82.489998007},{-81.610000285,-85.720001191},{-81.809997498,-86.230003116},{-82.080001602,-84.519996018},{-82.220001611,-84.419998207},{-82.269996544,-86.410003203},{-82.20999934,-88.440002274},{-82.419998471,-92.029999098},{-82.49999951,-92.379997178},{-82.790000386,-91.139999167},{-83.279998475,-92.669998231},{-83.629997438,-90.529999254},{-83.650001274,-85.550003022},{-83.620002407,-83.529999159},{-83.749999439,-81.989998177},{-83.949996475,-81.949997216},{-84.19999639,-82.830002292},{-84.419998321,-84.320000218},{-84.660003382,-86.449997277},{-84.885002387,-90.611000132},{-84.875999425,-96.592003104},{-84.599998408,-99.169998143},{-83.690002412,-103.330002219},{-83.13999934899999,-111.320000234},{-82.254470438,-114.135811178},{-84.090270548,-122.865959239},{-85.286501126,-149.459269176},{-84.756711175,-164.419528281},{-84.032695025,-170.483163531},{-76.396694836,-165.546706221},{-76.396694836,-165.546706221},{-76.3974,-165.4093},{-76.3974,-165.4093},{-76.382299,-165.0276},{-76.382299,-165.0276},{-76.365,-163.618499},{-76.365,-163.618499},{-76.3693,-163.1275},{-76.3693,-163.1275},{-76.375699,-162.7093},{-76.375699,-162.7093},{-76.3692,-162.2274},{-76.3692,-162.2274},{-76.367,-161.9911},{-76.367,-161.9911},{-76.358399,-161.763799},{-76.358399,-161.763799},{-76.3347,-161.145699},{-76.3347,-161.145699},{-76.3239,-160.7094},{-76.3239,-160.7094},{-76.3153,-160.3731},{-76.3153,-160.3731},{-76.3152,-160.118499},{-76.3152,-160.118499},{-76.313,-159.7548},{-76.313,-159.7548},{-76.3195,-159.482},{-76.3195,-159.482},{-76.3366,-159.2}"
1299,Easternmonst Java,ClosedContinentalBoundary,65702,"{-5.947610722,117.077631985},{-6.082470318,117.008422844},{-8.126579262,115.883003125},{-9.197276911,115.765661969},{-9.196611664,115.754698038},{-9.0449,114.973963163},{-8.8903,113.985963163},{-8.6862,111.683963162},{-8.5863,111.052963163},{-8.3479,109.474963162},{-8.211893892,108.740370484},{-7.856151981,109.674192999},{-7.470679298,110.93054841},{-7.470679298,112.201180588},{-7.327911638,113.843008682},{-7.056653083,114.24275813},{-6.802366403,114.399953533},{-6.406516662,114.972326217},{-5.895263666,115.46685791},{-5.965360412,116.722638187},{-5.947610722,117.077631985}"
1300,Barisan - South Sumatra,IslandArc,68601,"{0.865241751,98.167095563},{0.34793136900000005,98.312305495},{-0.537228126,98.926206434},{-1.479494684,99.797089162},{-3.07849248,100.924953679},{-4.706043808,101.981434366},{-5.020132661,102.466844411},{-5.762524495,103.309173607},{-6.876112245,104.52269872},{-7.294994633,105.188226758},{-7.312220472,105.189613941},{-7.617530472,105.214199945},{-8.019349151,105.31719779},{-7.78739691,104.403194319},{-7.269120203,102.912186903},{-7.2685884099999996,102.910656585},{-7.109682995,102.453381307},{-6.825332647,101.993158638},{-6.037787107,101.312034103},{-5.8423,101.142963163},{-4.892650555,100.190636858},{-3.8447349490000002,99.287741822},{-3.800871236,99.295515138},{-2.927732766,98.819590681},{-2.878180613,98.792581126},{-2.755042731,98.476436518},{-2.201489012,98.164903706},{-1.193355847,97.59772765},{-1.071970376,97.529428114},{-0.7890270220000001,97.370225372},{-0.6782,97.298163163},{-0.602655715,97.243476744},{-0.296416803,97.021790754},{0.050869559,96.770390563},{0.17338303300000002,96.78509218},{0.433236025,96.625995801},{0.9811000000000001,96.290563162},{1.7894,95.670663163},{2.241,95.264763163},{2.932144128,94.481737132},{2.973197636,94.435225899},{3.0752,94.319663163},{3.8040000000000003,93.731363162},{4.3726,93.368263163},{4.9738,93.055663163},{5.125092265,92.988813092},{5.7321805690000005,93.720604099},{5.030710628,94.329087771},{3.802908749,95.514059352},{3.146177511,96.327835016},{2.546553338,97.270101574},{1.846991802,97.784065151},{1.161707032,98.083877238},{0.865241751,98.167095563}"
1301,North Sulawesi,ClosedContinentalBoundary,669,"{1.6066006430000002,125.672698987},{1.444900675,125.626801062},{1.217800632,125.497101051},{1.020500617,125.363998021},{0.8369006160000001,125.249298061},{0.6660007910000001,125.110396956},{0.43649968600000005,124.949799071},{0.20010054300000002,124.835097875},{-0.001659366,124.78233299},{0.028786946,122.032946586},{-0.056881633,121.333636395},{-0.663190347,120.100853038},{-0.8327120050000001,119.944653606},{-0.937469282,119.848128907},{-0.559400495,119.744903958},{-0.210499553,119.667098962},{0.158999618,119.567596125},{0.566200757,119.480698106},{1.361109512,120.001047613},{1.7107,120.723963163},{1.7107,121.281963162},{1.694825837,121.341914019},{1.696249462,121.344829554},{1.422104096,122.328103086},{1.419354958,122.341837461},{1.325914422,122.80865558},{1.415505213,123.183472366},{1.386951681,123.668882411},{1.8438081940000002,124.439827777},{2.267362585,124.972686527},{1.900915258,125.267880207},{1.6066006430000002,125.672698987}"
1302,East Halmahera Block,ClosedContinentalBoundary,680,"{-0.261910762,131.560642072},{-0.722700945,130.754259253},{-0.9909915520000001,130.150605386},{-1.037499409,129.283905034},{-1.076799318,128.884673997},{0.375709605,127.98445106},{0.815280828,127.838592054},{1.3597106110000001,128.076766961},{2.492604291,128.987651761},{1.515811682,129.269172775},{0.787696614,130.20430095},{0.084735736,131.022168895},{0.046561739000000005,131.022168895},{0.006983106,131.052240043},{-0.26363097900000004,131.506485115},{-0.261910762,131.560642072}"
1303,"Torricelli Terrane, North New Guinea",ClosedContinentalBoundary,697,"{-3.292352161,143.617549436},{-3.195436822,143.019904846},{-3.081222694,141.991977691},{-3.00199179,141.134843373},{-2.850810213,140.787994075},{-2.703400415,140.412505938},{-2.510800278,139.893798954},{-2.348699279,139.33421284},{-2.204199467,138.853500076},{-2.029000265,138.191695915},{-1.874200455,137.633606026},{-1.79090023,137.215606913},{-1.770500309,137.032700018},{-1.555399388,136.142898925},{-1.48365046,135.814209133},{-1.394125349,135.840744058},{-1.2807994169999999,135.66360486600001},{-1.193700265,135.545302873},{-1.068800256,135.357802937},{-0.9293994080000001,135.199097011},{-0.836499356,135.077895981},{-0.7058003890000001,134.832702955},{-0.598299373,134.578796217},{-0.499600539,134.319107121},{-0.36599017300000003,133.935394066},{-0.281700353,133.643997089},{-0.18299939999999998,133.38720703},{-0.15825092100000002,133.280175529},{-0.14716974700000002,133.372980368},{-0.08080656300000001,133.928772029},{-0.056349564000000005,134.162225202},{0.009614544000000001,134.791882598},{0.108260984,135.733507707},{0.053942052000000004,135.880452546},{0.054836997000000005,135.891507768},{-0.484754844,137.166906664},{-1.448436551,139.593956889},{-1.7339718720000001,140.629022427},{-1.747638006,140.738351502},{-1.7558,140.7361},{-1.760066139,140.731492176},{-2.369400459,141.840713061},{-2.77932034,142.534851106},{-3.292352161,143.617549436}"
