,name,featureType,plateId,points
2141,Antarctica,Basin,802,"{-61.892644893,139.961285236},{-61.7817,139.524},{-61.7214,138.796},{-61.9108,138.15},{-61.954685372,137.820332238},{-61.957572585,137.191276084},{-61.960125459,136.635064515},{-61.972358183,135.972391599},{-62.003580922,134.533350427},{-62.018090528,133.864609587},{-62.014907588,132.244889386},{-62.003878896,129.967840898},{-61.981650462,127.54806055},{-61.969088078,124.931138783},{-61.966608527,124.414613298},{-61.965632121,122.422393689},{-61.94567791,121.031330153},{-61.996083258,120.303550059},{-62.096809807,118.630136163},{-62.150089103,117.00445143},{-62.173234024,116.036290408},{-62.152646857,115.67980041},{-61.954282018,112.244889514},{-61.999672805,111.449107142},{-62.083699519,110.186537565},{-62.133870138,109.538355895},{-62.259438714,108.226277383},{-62.264449136,108.23028223},{-62.320719585,104.739153671},{-62.324475598,104.723282333},{-62.248316315,104.55718107},{-61.762630308,103.658908225},{-61.748772257,103.413959126},{-61.692832724,102.425195382},{-61.683009298,102.251560618},{-61.267072375,101.145588109},{-61.072479683,96.722250876},{-61.038389127,96.640844766},{-60.800456489,96.306466012},{-60.493049707,95.859680086},{-60.130727297,95.349007289},{-57.625661186,88.875133189},{-56.629153435,86.003330043},{-55.972036197,84.818940121},{-56.353573646,85.850968396},{-57.682276345,89.360537102},{-58.444410381,91.32273875},{-58.616099099,91.795002372},{-58.705672169,92.009808899},{-59.819793681,94.911637152},{-60.780559138,96.673422781},{-60.953729992,100.737352288},{-61.36440023,101.610018774},{-61.410486493,102.453097396},{-61.427600798,102.766177769},{-61.481761358,103.756963487},{-61.930241371,104.402310025},{-61.904484622,107.879779214},{-61.715767828,111.086032587},{-61.586158935,113.282404889},{-61.81981083,115.946564145},{-61.645548965,118.705598548},{-61.470435496,122.246961719},{-61.531003667,124.25638419},{-61.5454,124.90989347},{-61.567288676,125.829938392},{-61.587955602,126.709064991},{-61.64861216,127.830371412},{-61.677545368,129.470106727},{-61.687068259,130.405791839},{-61.648030291,131.704371691},{-61.5454,132.735802749},{-61.404552262,134.151317899},{-61.381372198,135.449151081},{-61.313948293,136.942378945},{-61.150648265,140.147494329},{-61.085755617,141.16047647},{-61.308382816,141.306332141},{-61.803846846,141.630938655},{-61.838285575,141.149815869},{-61.846295853,141.037909095},{-61.892644893,139.961285236}"
2142,Antarctica,Basin,802,"{-47.905872582,71.268572192},{-47.926044758,71.293729741},{-47.672145239,71.720116551},{-47.661222144,71.738460278},{-47.661369124,71.738756238},{-47.77626218,71.970105531},{-48.445783339,73.725280519},{-48.950961484,74.863557045},{-49.612811477,76.354849411},{-50.994459984,78.405509281},{-52.057339178,82.044884384},{-53.087720998,84.162654194},{-54.54510518,84.988862493},{-55.887485537,86.984634154},{-56.953739931,89.01880269},{-57.899305734,90.747224299},{-58.509345785,92.2614993},{-58.884851257,93.455565192},{-59.084985411,94.091969681},{-59.577264412,95.297347782},{-59.661596374,95.503840238},{-59.764983211,98.029347224},{-59.828625014,99.54115053},{-59.888491312,100.988200695},{-59.912354544,101.565007591},{-60.292439898,102.78492311},{-61.012011694,104.297027181},{-61.259599991,106.285062573},{-61.268821401,109.003475053},{-61.257405945,109.143686717},{-61.08880958,111.214491312},{-60.93235038,114.793531461},{-60.896323719,116.528668412},{-60.847437361,117.890446988},{-60.830303886,118.275500027},{-60.816944823,118.834186206},{-60.715325481,121.415862166},{-60.617158462,123.325553876},{-60.754755122,126.624185727},{-60.754564642,129.269280536},{-60.782875382,131.350300883},{-60.779511637,131.395988853},{-60.537232952,134.1484112},{-60.338691613,137.447075116},{-60.061334655,140.178533577},{-60.335233777,140.582474922},{-60.364106644,140.589925687},{-60.3478,140.677},{-61.085755617,141.16047647},{-61.150648265,140.147494329},{-61.313948293,136.942378945},{-61.381372198,135.449151081},{-61.404552262,134.151317899},{-61.5454,132.735802749},{-61.648030291,131.704371691},{-61.687068259,130.405791839},{-61.677545368,129.470106727},{-61.64861216,127.830371412},{-61.587955602,126.709064991},{-61.567288676,125.829938392},{-61.5454,124.90989347},{-61.531003667,124.25638419},{-61.470435496,122.246961719},{-61.645548965,118.705598548},{-61.81981083,115.946564145},{-61.586158935,113.282404889},{-61.715767828,111.086032587},{-61.904484622,107.879779214},{-61.930241371,104.402310025},{-61.481761358,103.756963487},{-61.427600798,102.766177769},{-61.410486493,102.453097396},{-61.36440023,101.610018774},{-60.953729992,100.737352288},{-60.780559138,96.673422781},{-59.819793681,94.911637152},{-58.705672169,92.009808899},{-58.616099099,91.795002372},{-58.444410381,91.32273875},{-57.682276345,89.360537102},{-56.353573646,85.850968396},{-55.972036197,84.818940121},{-55.118181726,83.279950466},{-53.044862697,79.457094289},{-51.931543752,77.341856075},{-51.679365621,76.850737892},{-51.0661,75.6564},{-49.835786927,72.078265751},{-49.8173,72.0245},{-49.751446626,71.644765933},{-49.3328,69.2307},{-48.8438,68.9528},{-47.920858108,68.6189623},{-47.393037803,68.428044196},{-46.078200438,67.952453821},{-45.596181756,67.381675578},{-44.3786,69.3995},{-43.8325,68.8558},{-42.9838,70.2361},{-42.2226,69.6099},{-43.043483318,70.483031559},{-43.68822515,69.417017898},{-44.310777687,70.185941488},{-45.621441148,68.419563861},{-47.905872582,71.268572192}"
2143,Antarctica,Basin,802,"{-61.954685372,137.820332238},{-61.994,137.525},{-62.194,136.904},{-62.273338269,136.578911098},{-62.273660379,136.545959313},{-62.279331546,136.154532941},{-62.247686405,131.803479943},{-62.21067793,130.666249518},{-62.139028734,128.35483337},{-62.113535209,127.844652301},{-62.113831192,127.78748108},{-62.105766416,127.619000777},{-62.114875304,127.017058133},{-62.121543769,125.094685669},{-62.113778923,124.257416746},{-62.115155968,122.937797203},{-62.112134226,122.508232668},{-62.111721378,122.356919226},{-62.385435239,117.174471202},{-62.239969735,114.198154377},{-62.225540775,113.90292866},{-62.219093506,111.801609449},{-62.494491007,107.728859192},{-62.505237723,105.463916751},{-62.505839747,105.120067486},{-62.502853339,105.11231919},{-62.324475598,104.723282333},{-62.320719585,104.739153671},{-62.264449136,108.23028223},{-62.259438714,108.226277383},{-62.133870138,109.538355895},{-62.083699519,110.186537565},{-61.999672805,111.449107142},{-61.954282018,112.244889514},{-62.152646857,115.67980041},{-62.173234024,116.036290408},{-62.150089103,117.00445143},{-62.096809807,118.630136163},{-61.996083258,120.303550059},{-61.94567791,121.031330153},{-61.965632121,122.422393689},{-61.966608527,124.414613298},{-61.969088078,124.931138783},{-61.981650462,127.54806055},{-62.003878896,129.967840898},{-62.014907588,132.244889386},{-62.018090528,133.864609587},{-62.003580922,134.533350427},{-61.972358183,135.972391599},{-61.960125459,136.635064515},{-61.957572585,137.191276084},{-61.954685372,137.820332238}"
2144,Australia,Basin,801,"{-40.0761,140.312},{-40.3893,140.626},{-40.6657,140.976},{-40.942,141.307},{-41.2786,141.654},{-41.379738971,141.758183779},{-41.401191895,141.780282547},{-41.405291884,141.784505967},{-41.645358922,140.2458},{-40.082058922,139.757},{-40.139511345,139.369427806},{-40.156458922,139.2551},{-40.048271983,139.237354367},{-40.043491377,139.236570216},{-40.015200715,139.231929769},{-38.861986101,139.042770852},{-38.862761293,139.043678598},{-38.9843,139.186},{-39.1355,139.506},{-39.275336972,139.7930669},{-39.3133,139.871},{-39.559987122,140.053842217},{-39.5602,140.054},{-39.594955062,140.066527988},{-39.8182,140.147},{-40.010770254,140.270203148},{-40.020737087,140.276579757},{-40.0761,140.312}"
2145,Australia,Basin,801,"{-40.082058922,139.757},{-41.645358922,140.2458},{-41.405291884,141.784505967},{-41.428809549,141.808731635},{-42.427458922,142.1409},{-42.31796087,142.790427431},{-42.4169,142.926},{-42.6659,143.272},{-43.0216,143.628},{-43.315,143.761},{-43.4316,143.839},{-43.9099,144.158},{-44.126322325,144.288304449},{-44.141064511,144.027107598},{-44.2283,142.4815},{-44.19620932,142.473678689},{-43.4434,142.2902},{-43.452671393,142.038830987},{-43.5075,140.5523},{-43.468114022,140.544178935},{-42.0152,140.2446},{-42.01675671,140.011838044},{-42.0198,139.5568},{-41.852551784,139.539457037},{-41.398037554,139.49242681},{-40.56744945,139.406482862},{-40.139511345,139.369427806},{-40.082058922,139.757}"
2146,Marie Byrd Land,Basin,804,"{-70.419907216,180.0},{-70.677557887,180.0},{-70.6212,179.7154},{-70.419907216,180.0}"
2147,Antarctica,Basin,514,"{-58.157563911,80.083844593},{-57.750638764,78.913934798},{-57.753648392,78.810603498},{-57.750638765,78.802433304},{-57.80333464,77.089817331},{-57.695018937,76.952905922},{-57.4156,79.7066},{-58.0771,80.0461},{-58.157563911,80.083844593}"
2148,Antarctica,Basin,802,"{-65.008623713,84.929957587},{-65.209919682,85.029989765},{-65.24794264,82.667813498},{-64.848,77.104},{-64.74,76.56},{-64.129678244,76.287114475},{-63.946886678,75.512938432},{-63.946886678,73.449308158},{-63.957929837,73.44322207},{-64.379703,72.149992},{-63.946886678,70.780312735},{-63.946886678,69.885600789},{-64.028931822,65.865388731},{-63.7041,65.7962},{-63.521,65.8019},{-63.4723,77.2783},{-64.2424,77.738},{-63.685111645,84.113780953},{-64.6199,84.7042},{-65.008623713,84.929957587}"
2149,Antarctica,Basin,514,"{-55.7233,78.7307},{-57.4156,79.7066},{-57.695018937,76.952905922},{-57.663083015,76.912657384},{-57.274652904,76.422008822},{-57.246817354,75.525752822},{-57.246653735,75.514998599},{-57.249632472,75.509853509},{-57.246653735,75.414533943},{-57.862635438,74.350565549},{-57.872610008,74.301599478},{-57.891746269,74.207657831},{-57.8867,74.2059},{-57.873281166,74.199993219},{-57.767740963,74.153534591},{-57.766073613,74.152801974},{-57.248754582,73.925085466},{-57.1118,73.8648},{-57.112175872,73.752268759},{-56.658671202,74.350070369},{-56.210684509000004,74.742058725},{-55.975077962,74.210548505},{-55.975191289,74.21219898},{-55.9881,74.4002},{-55.9475,76.1029},{-55.7233,78.7307}"
2150,Australia,Basin,801,"{-19.8823,109.653},{-19.6424,109.1922},{-19.611041717,109.164973281},{-15.548741953,110.369476063},{-10.7592,111.849},{-11.5396,112.4915},{-13.242353792,111.93778149},{-19.8823,109.653}"
2151,CHRISP Jurassic sliver,Basin,767,"{-17.027782764,98.360237787},{-16.595840718,98.308128799},{-16.5292,98.7204},{-16.3747,99.8266},{-16.323603569,100.21928268},{-16.7889,100.2721},{-16.9962,98.5642},{-17.027782764,98.360237787}"
2152,Australia,Basin,774,"{-28.6115,99.4412},{-29.624286528,98.448018381},{-29.471349512,98.393398019},{-29.352376462,98.464781849},{-29.138224971,98.619446814},{-28.900278871,98.786009084},{-28.483873195,98.86929022},{-28.019878299,98.86929022},{-27.976507606,98.865518855},{-27.576917288,99.219244744},{-26.177230895,100.442307668},{-26.173614847,100.464520536},{-26.013001229,100.625134154},{-25.955459084,100.636094562},{-25.888079526,100.648928764},{-25.834787747,100.680903831},{-25.873918885,100.707345376},{-25.914531224,100.784801075},{-25.9796,100.9089},{-27.6359,99.5095},{-27.723597261,99.571267994},{-28.243,99.9371},{-28.346049947,99.798423016},{-28.6115,99.4412}"
2153,Australia,Basin,801,"{-13.899103111,100.847987912},{-14.7301,100.905},{-15.122179576,98.130348027},{-13.897779447,98.060546237},{-12.612672466,97.952447769},{-12.535462891,97.953021629},{-12.159010966,97.955819607},{-12.158621862,97.956980097},{-11.828304828,99.344506987},{-11.509413581,100.684038816},{-11.508475528,100.687979193},{-10.649292528,100.683147852},{-10.365874902,102.274250074},{-10.055417023,102.300353461},{-9.840033643,102.990466025},{-9.814492026,103.072304239},{-9.780593778,103.145278052},{-13.434233531,103.334311561},{-13.887755349,100.875307554},{-13.899103111,100.847987912}"
2154,Australia,Basin,801,"{-9.814492026,103.072304239},{-9.840033643,102.990466025},{-9.68461988,102.985883512},{-9.335949357,102.975027108},{-8.430160828,102.946823963},{-7.342134034,102.912946544},{-7.2685884099999996,102.910656585},{-7.269120203,102.912186903},{-7.78739691,104.403194319},{-8.019349151,105.31719779},{-8.702619466,106.225468637},{-8.772485075,106.420237729},{-9.311754632,103.122961817},{-9.359960756,103.123515169},{-9.780593778,103.145278052},{-9.814492026,103.072304239}"
2155,Australia,Basin,801,"{-26.545238635,90.271343242},{-26.580627244,88.800909255},{-26.58362905,88.746718654},{-23.903148515,88.667117131},{-22.343104557,88.620788917},{-22.279555639,89.309504616},{-22.195151035,90.224245232},{-22.649771704,90.218116478},{-26.545238635,90.271343242}"
2156,Australia,Basin,801,"{-22.18976203,90.282648939},{-22.195151035,90.224245232},{-22.279555639,89.309504616},{-22.137582118,89.308842748},{-20.066521805,89.297316989},{-20.063992785,90.269666},{-20.420375919,90.271842577},{-22.18976203,90.282648939}"
2157,Australia,Basin,801,"{-20.068117143,88.70096114},{-20.067740235,88.828859002},{-20.066521805,89.297316989},{-22.137582118,89.308842748},{-22.279555639,89.309504616},{-22.343104557,88.620788917},{-22.315931202,88.619981957},{-20.068117143,88.70096114}"
2158,Australia,Basin,801,"{-12.179064303,91.565604675},{-12.337675214,91.555905213},{-12.336113104,91.693895597},{-13.948267187,91.591465782},{-13.945881322,91.55667302},{-13.946973413,91.556678297},{-13.900733099,90.313350809},{-13.348099296000001,90.326687645},{-12.161823871,90.385598105},{-12.137728431,90.466277436},{-12.145898046,90.683548301},{-12.179064303,91.565604675}"
2159,Australia,Basin,801,"{-12.336113104,91.693895597},{-12.337675214,91.555905213},{-12.179064303,91.565604675},{-10.084746523,91.693677555},{-10.079273688,91.836868406},{-10.570649582,91.805701402},{-12.336113104,91.693895597}"
2160,Antarctica,Basin,802,"{-42.676857007,46.120007071},{-42.950548764,45.93338087},{-42.964431804,45.923914238},{-43.200332416,45.763057237},{-43.348045686,45.046977913},{-43.707069283,43.306515629},{-44.320598719,42.761149938},{-44.32580284,42.6083925},{-44.329583004,42.483406525},{-44.497547567,42.412035827},{-44.495027383,42.293640169},{-44.493237821,42.209568373},{-44.4928,42.189},{-44.570000478,42.176880193},{-44.69228058,42.157683275},{-45.2094,42.0765},{-45.198149457,41.626989653},{-44.652554225,41.856916113},{-42.9576,42.5689},{-42.873328912,43.040344341},{-42.851870069,43.052139988},{-42.849813534,43.061782119},{-42.849919882,43.061981859},{-42.839524517,43.114443413},{-42.8203407,43.211257025},{-42.791127073,43.358687375},{-42.756026367,43.535827629},{-42.679334374,43.922863697},{-42.620914731,44.204514859},{-42.518198733,44.67803976},{-42.490216257,44.805874375},{-42.455617189,44.963936104},{-42.276256589,45.75462193},{-42.274253576,45.757001006},{-42.232076016,45.949385736},{-41.922852139,46.034629683},{-41.779330412,47.103158024},{-41.086912961,47.326021925},{-40.843543446,48.534732928},{-40.55708021,49.957471786},{-40.546677815,49.979063686},{-40.1541,51.9589},{-39.329719867,51.847947235},{-39.235298555,52.34107627},{-39.0564,53.2754},{-38.131056334,53.295091919},{-38.041849983,53.68749092},{-37.906897343,54.281117731},{-37.730689824,54.320451525},{-37.422990682,55.147178344},{-37.156136564,55.207943231},{-37.118338639,55.216550131},{-37.103813089,55.297763874},{-36.972150673,56.033901075},{-36.675598844,56.03285417},{-36.409193972,56.03191369},{-36.291620154,56.538334539},{-36.023898109,56.49836534},{-35.906420496,57.00487862},{-35.948413346,57.010907816},{-36.349723759,57.068526654},{-36.461606276,56.563542394},{-36.727787364,56.594328014},{-37.311232953,56.661807391},{-37.639026841,55.695243096},{-37.866293973,55.719992236},{-38.159365161,54.073027862},{-39.064284907,53.837183307000004},{-39.158866924,53.306155686},{-39.355534679,52.201971058},{-39.401859183,51.941883654},{-39.939647071,52.024176188},{-40.725181601,52.14437902},{-41.07135212,50.474087222},{-41.414716165,48.817336822},{-41.749795781,47.200559244},{-41.988423444,47.137479438},{-42.511787159,46.999131347},{-42.560980368,46.986127414},{-42.663331097,46.221106532},{-42.676857007,46.120007071}"
2161,Antarctica,Basin,802,"{-50.164375616,31.929823952},{-50.2948,31.8645},{-50.667721808,31.719465375},{-50.654317886,31.655446972},{-50.64038136,31.533970372},{-50.622883341,31.381450306},{-50.554692993,30.787074655},{-50.1437,31.0076},{-50.028440784,31.068302173},{-50.150220641,31.844757118},{-50.16277609,31.924809274},{-50.164375616,31.929823952}"
2162,Antarctica,Basin,802,"{-49.309576601,33.543339741},{-49.3161,33.4338},{-49.317302982,33.420681285},{-49.6564,33.2898},{-50.128582197,33.122997764},{-50.048518146,32.611593168},{-49.807986914,32.839755911},{-49.6229363,33.015290935},{-49.454378651,33.175181089},{-49.360259324,33.264460655},{-49.347259792,33.27679173},{-49.283183551,33.337573072},{-49.309576601,33.543339741}"
2163,Antarctica,Basin,802,"{-48.392194352,37.103152312},{-48.391876237,37.167123688},{-48.14280226,37.840156256},{-48.019774221,38.172595149},{-47.981353688,38.27641278},{-47.980930256,38.276316534},{-47.974056268,38.296131425},{-47.903564087,38.362067315},{-47.559566204,38.683830758},{-47.687949438,40.251626978},{-47.727053833,40.245927408},{-47.747675017,40.172618063},{-47.884735583,39.685360887},{-47.987693591,39.319340014},{-48.340452522,38.065264346},{-48.617882916,37.078985401},{-48.6032,36.827},{-48.701587878,36.781410068},{-48.9267,36.6771},{-48.898355708,36.427075348},{-48.893070546,36.380454998},{-48.8619,36.1055},{-49.2004,35.9655},{-49.273776902,34.144481818},{-49.309576601,33.543339741},{-49.283183551,33.337573072},{-49.347259792,33.27679173},{-49.071163742,33.399854903},{-49.101050267,34.203223586},{-48.402642346,34.665447796},{-48.39914462,35.478199928},{-48.395565291,36.309913668},{-48.398369796,37.08597272},{-48.392194352,37.103152312}"
2164,Antarctica,Basin,802,"{-49.975656873,32.146195906},{-50.048518146,32.611593168},{-50.123059851,32.540884513},{-50.364797207,32.311577666},{-50.57907476,32.108318597},{-51.212270793,31.507682486},{-50.667721808,31.719465375},{-50.2948,31.8645},{-50.164375616,31.929823952},{-49.957967332,32.033204965},{-49.975656873,32.146195906}"
2165,Antarctica,Basin,802,"{-52.292890008,30.482630386},{-52.816388765,29.986050746},{-53.246519739,29.578037774},{-53.419832131,29.413637374},{-53.437489943,29.328552437},{-53.4485,29.2755},{-53.706345361,29.333832066},{-53.863440074,29.369371427},{-53.878772313,29.319566157},{-54.060108641,28.730512973},{-54.689014348,28.3341164},{-55.211928918,28.004525586},{-55.229451606,27.993481111},{-56.130924053,27.425286889},{-56.205093876,26.164811162},{-56.712900954,26.150375207},{-56.801726471,26.144901522},{-56.870597625,26.138596956},{-57.336656443,26.095933252},{-57.3687,25.2739},{-57.5279,25.2623},{-57.5746,23.2307},{-57.900024882,23.179391188},{-57.86064173,21.70468341},{-58.343,21.6047},{-58.3379,19.0325},{-58.2557,19.0842},{-58.2115,18.5344},{-58.0618,18.5945},{-58.058625014,18.595900007},{-58.0449,18.4302},{-58.0083,17.3489},{-58.3603,17.1795},{-58.326650344,16.359852898},{-58.2734,16.3804},{-58.148417583,16.090279429},{-57.9357,15.5965},{-57.7218,15.6343},{-57.47941619,14.628623776},{-57.2699,14.6261},{-57.248775881,14.547103961},{-57.235989662,14.499288443},{-56.8198,12.9429},{-56.9407,12.8591},{-56.906080377,9.821451626},{-56.8865,8.1034},{-57.1804,7.7059},{-56.9425,6.7721},{-57.285519243,6.375954207},{-58.148409314,5.379420402},{-58.2009,5.3188},{-58.13816281,5.066739585},{-57.9808,4.4345},{-59.0009,3.084},{-58.842054003,2.5172404740000003},{-58.817115537,2.499556781},{-58.663042313,2.533776359},{-57.953727843,2.691314711},{-56.831104082,4.750710493},{-56.0671,6.4531},{-55.863692283,6.837362238},{-55.597220342,7.340760566},{-55.4488,8.2449},{-55.5995,8.7165},{-55.3993,8.8949},{-55.5055,11.742},{-55.2077,12.0753},{-55.6462,13.1944},{-55.754,13.0992},{-57.2911,17.3884},{-57.300882343,17.40874536},{-57.1193,17.6066},{-56.8055,17.9076},{-57.1787,19.2222},{-56.8611,19.51},{-57.0681,20.2474},{-57.092115744,20.287587941},{-56.6999,20.717},{-56.6121,20.7767},{-56.376578457,20.983820516},{-56.379,20.9885},{-56.408153004,21.095163049},{-56.667834506,22.045268254},{-56.363423358,22.366609432},{-56.094190835,22.650815504},{-56.413049659,23.929524283},{-56.29,24.0774},{-56.517,24.9278},{-56.1878,25.1623},{-56.366268815,26.015395278},{-55.843417329,26.410254335},{-55.5008,26.669},{-55.295039888,26.801774441},{-55.260120803,26.836002338},{-55.319730809,27.111132344},{-55.3384,27.1973},{-54.674365116,27.810260618},{-54.63446865,27.847088446},{-54.596320604,27.882302334},{-54.376006246,28.085671205},{-53.802478414,28.615086123},{-53.808,28.6461},{-53.706128606,28.704025183},{-53.255140432,28.960461964},{-52.9166321,29.142297878},{-52.895880234,29.153445121},{-52.3884,29.4533},{-52.420158632,29.619750288},{-52.448907088,29.770423933},{-52.450668323,29.779654749},{-52.464176499,29.8504525},{-52.51915107,30.138579938},{-52.5261,30.175},{-51.1344,30.8107},{-51.14546616,30.869211493},{-51.177431762,31.03822722},{-51.258012668,31.464292729},{-51.571056246,31.167346337},{-51.69015206,31.054374614},{-52.292890008,30.482630386}"
