,"name","boundaryType","validTime","leftPlateId","rightPlateId","reconstructionPlateId","points"
2715,"Phoenix-Izanagi MOR","MidOceanRidge","{'beginMa': 330.0, 'endMa': 310.1}",926,919,,"{-62.546224814,-12.2192775854},{-66.7678586521,88.1732019593},{-68.8535355485,93.3261612448},{-46.3560680029,117.2108316891},{-47.0193275147,119.8059900247},{-21.1404178138,125.6264117166},{-6.3119628701,129.4872454165},{-5.9354088277,131.3816815294},{15.2315928419,136.6359859231}"
2716,"Phoenix-Izanagi MOR","MidOceanRidge","{'beginMa': 340.0, 'endMa': 330.1}",926,919,,"{-78.8606196888,-22.580262441},{-67.2204129536,118.7262498326},{-68.5841695725,124.9542739809},{-44.4860106953,131.796812708},{-45.0685347939,134.7630112553},{-11.5375724479,137.9028961461},{-11.2902906789,135.6090458284},{17.1877261331,136.9090728151}"
2717,"Phoenix-Izanagi MOR","MidOceanRidge","{'beginMa': 350.0, 'endMa': 340.1}",926,919,,"{-89.8310423742,-173.7045309098},{-72.6469379801,140.3625485084},{-72.6819114833,149.7600396988},{-47.0970125296,144.3328899174},{-46.8272997677,147.7360872488},{-10.9537903697,143.1949948076},{-9.9214174812,141.6282450318},{17.1486585709,140.5970852446}"
2718,"Phoenix-Izanagi MOR","MidOceanRidge","{'beginMa': 360.0, 'endMa': 350.1}",926,919,,"{-77.1792703273,155.436892321},{-52.9694678514,150.6212182479},{-52.7092627209,153.4085445738},{-33.4035573632,152.7882359448},{-33.4138591962,150.4823424366},{-7.2849858626,149.7169845633},{-7.4140450728000005,148.2126529968},{4.6266734085,147.9695639387},{26.2400204751,149.9472441659}"
2719,"Phoenix-Izanagi MOR","MidOceanRidge","{'beginMa': 370.0, 'endMa': 360.1}",926,919,,"{-63.0119936324,168.1505944866},{-50.362508707,161.4947471156},{-49.1517756122,164.432170597},{-29.8150835822,161.1142245262},{-30.6113323397,158.2749324106},{-9.8420849486,155.8807710457},{-9.7864305897,154.1311595678},{6.2129604208,152.4005914751},{6.4302148929000005,155.1249201995},{24.3800996763,153.1500696908}"
2720,"Phoenix-Izanagi MOR","MidOceanRidge","{'beginMa': 380.0, 'endMa': 370.1}",926,919,,"{-64.3275157705,173.8815563945},{-27.8936808903,165.935318617},{-28.7991346565,163.118782944},{-8.0457582863,160.2926793367},{-8.5111188038,158.3601030864},{7.8827712617,155.5593063494},{7.8936259304,158.4752783955},{29.9434612194,155.1158069764}"
2721,"Phoenix-Izanagi MOR","MidOceanRidge","{'beginMa': 390.0, 'endMa': 380.1}",926,919,,"{-60.1279976244,176.1804209241},{-12.09522072,161.9169993824},{-11.5076081782,165.2819971126},{34.6968250491,151.4340822332}"
2722,"Phoenix-Izanagi MOR","MidOceanRidge","{'beginMa': 410.0, 'endMa': 390.1}",926,919,,"{-57.9552442705,-168.1073427837},{-8.0508486327,169.4089826279},{-7.5307083045,172.7980929715},{45.8984685475,150.6006356268}"
2723,"Phoenix-Farallon MOR","MidOceanRidge","{'beginMa': 410.0, 'endMa': 400.1}",902,919,,"{-44.2455382111,178.5401270663},{-61.8902359024,-91.7911855391},{-64.7563292906,-89.1612081685},{-51.2485301029,-57.4172078248},{-49.9043464459,-60.8467545954},{-27.715924915,-40.0754291624},{-26.7187299591,-43.6574985148},{-19.2867371319,-38.9709264963}"
2724,"South Portuguese Zone-Iberia","SubductionZone","{'beginMa': 340.0, 'endMa': 335.1}",,,304,"{36.2091750917,-7.1511650156},{36.4611611392,-8.2837697706},{36.8452043794,-9.4266631508},{37.2838705936,-10.261176366},{37.9712147445,-11.1900349975},{38.8501953874,-12.1858375211},{40.3598743793,-13.3529850807},{41.3415998962,-13.8175206841},{42.6200229851,-14.1342257194},{43.9559516794,-14.2540224663}"
2725,"northern Rheic MOR","MidOceanRidge","{'beginMa': 383.1, 'endMa': 380.1}",9005,701,,"{17.7101890261,-9.9557511527},{27.8790025089,-3.5342476548},{40.2089682758,7.0756267651}"
2726,"Mid German Crystalline Rise SZ","SubductionZone","{'beginMa': 380.0, 'endMa': 370.1}",,,314,"{50.6193737746,22.495576662},{49.8531647833,18.7481286454},{48.8596895607,14.7060214061},{47.8702780105,9.3440771624},{47.0913102134,4.394771189},{46.4504592209,-1.30060673},{47.1977116894,-9.0337378512},{47.3779708587,-14.1850480333},{45.8314692684,-20.1717181305},{44.8237142575,-23.7540812755}"
2727,"Annamia/Gondwana MOR","MidOceanRidge","{'beginMa': 390.0, 'endMa': 340.1}",604,701,,"{0.34521523460000003,81.9422667852},{9.4691984681,81.1841421297},{9.763927243,90.6101829192},{8.1090884688,90.7863706518},{8.523729022,92.848699176},{7.7694182771,92.9890177059},{8.1697908184,95.0919269421},{6.1270024107,95.5029044107},{6.2890390588,96.8763028589},{5.1942171953,97.0634992964},{5.3384346548,98.6679680087},{4.164548824,98.9035661751},{4.3274150803,100.1465700644},{3.3988172244,100.2923257044},{3.6237031010000003,101.4956029605},{2.809674278,101.6155756015},{3.4411465109,105.6612088182},{2.1221670808,108.9618516095},{2.8144296696,117.1290070812}"
2728,"North China-Beishan subduction zone","SubductionZone","{'beginMa': 300.0, 'endMa': 290.1}",,,601,"{44.5705603137,150.5604427909},{47.3302751933,141.5225759406},{48.5525003955,133.8148422825},{48.5782208771,128.2700739244},{47.0919315647,123.7417081341},{46.3223871845,118.6544746409},{44.4552820686,109.204324171},{44.7207237425,105.2789214701}"
2729,"Mongol-Okhotsk Ocean transform","Transform","{'beginMa': 329.0, 'endMa': 284.1}",,,430,"{39.6473003922,46.6233097869},{48.5265720293,67.721697153},{50.0852693008,81.4893985425}"
2730,"transform","Transform","{'beginMa': 320.0, 'endMa': 310.1}",,,401,"{57.5104591248,69.6535204701},{55.1205413497,72.3283285596},{51.084227266,76.618286657},{47.9665928297,79.6082268395},{45.209455548,81.6450604209}"
2731,"ALX SZ","SubductionZone","{'beginMa': 410.0, 'endMa': 399.1}",,,101,"{66.0404196745,-162.2041964549},{69.2442911002,-172.9223089255},{70.4521286916,-176.27236718220001},{74.8365885056,171.8522612537},{80.2359733845,147.0756764334},{81.5156640473,109.6819147139},{80.3118712777,80.3886173236},{75.4728618683,55.9166601126},{71.4351403143,46.9462743191},{69.4012120353,43.7833158611},{63.6977585049,43.0546221403},{62.5545877396,42.9912523557},{57.5155768683,44.6674490015},{49.111463235,43.9072798476},{42.1745068895,43.7463050182}"
2732,"Transform","Transform","{'beginMa': 359.0, 'endMa': 345.1}",,,401,"{45.774116022,-176.3781788319},{53.0766820722,175.1029638901},{57.1852521646,169.829313731},{62.9676412791,165.593960813}"
2733,"Transform west of Kaz","Transform","{'beginMa': 380.0, 'endMa': 359.1}",,,401,"{60.7348120073,66.5013910355},{60.7192401188,66.5051642905},{59.0421637237,68.2316603573},{55.4328520342,72.2541458901},{48.8770196347,78.3628268778},{45.5418226404,83.851543219},{41.5330214325,94.0685705119},{38.3540811709,108.4279653099}"
2734,"Nuhetdavaa-Enshoo (Uliastai) subduction zone","SubductionZone","{'beginMa': 380.0, 'endMa': 360.1}",,,430,"{40.7231485489,143.141546991},{41.4776735366,131.7861169503},{40.4511650022,123.7025184614},{40.5326957951,119.7333115103},{39.0013741813,105.4556197367},{39.6037231777,101.2366802349},{40.0946793643,96.5138545442}"
2735,"Nuhetdavaa-Enshoo (Uliastai) subduction zone","SubductionZone","{'beginMa': 360.0, 'endMa': 340.1}",,,430,"{40.2178228828,143.3691793593},{41.1796351547,133.1521434841},{40.4511650022,123.7025184614},{40.5326957951,119.7333115103},{39.9251723734,107.9869009008},{39.065467797,96.7452057045}"
2736,"Altai-Mongolian/Rudny-Altai/Chara subduction zone","SubductionZone","{'beginMa': 410.0, 'endMa': 390.1}",,,401,"{25.9352220192,123.4835598313},{30.4088397278,120.3587902631},{33.9915211059,117.5883394828},{36.6928229571,113.4623532733},{40.4245912569,104.7627133933},{41.6795592516,100.4548421642},{42.0843776833,95.4081604103},{43.8745166142,89.3544911063},{44.5503045579,83.6664026411},{47.5218286476,79.3186488121},{47.9006505949,78.5307109393}"
2737,"Altai Sayan-Kazakhstania transform","Transform","{'beginMa': 390.0, 'endMa': 380.1}",,,6006,"{15.4030382731,-7.1189308939},{18.0923118014,-3.696736694},{20.3348436685,-0.9683676282}"
2738,,"Transform","{'beginMa': 359.0, 'endMa': 350.1}",,,1002,"{22.5393126816,-7.4912771278},{24.9442594177,-5.361281639},{26.886525127,-3.8699118417},{29.0553679196,-2.8367650490000003},{31.9447028615,-1.3904590717}"
2739,"Kyrgyz Middle Tianshan-Chinese South Tianshan subduction zone","SubductionZone","{'beginMa': 359.0, 'endMa': 340.1}",,,1001,"{15.0201924403,0.7131711688},{15.7282804211,1.1394693184},{17.4602426056,3.6108600948},{20.0854844143,6.4956759369},{23.492436208,7.3485290634},{26.223999403,5.6808077575},{27.8298323565,3.8269470149}"
2740,"Paleotethys/Kaz transform","SubductionZone","{'beginMa': 359.0, 'endMa': 340.1}",,,604,"{33.1507702971,72.540621888},{30.44038752,86.9809426868},{26.2935828734,100.8543829421}"
2741,,"Transform","{'beginMa': 340.0, 'endMa': 330.1}",,,1002,"{22.7658045664,4.9154959784},{23.594538871,3.2929303735},{24.2527223361,1.3922656715000001},{25.1800920616,-1.6301396063},{24.8591977067,-5.2832140163},{21.9378954957,-9.7332357312}"
2742,,"SubductionZone","{'beginMa': 340.0, 'endMa': 330.1}",,,1002,"{30.2998959208,-2.7657517165},{25.944625753,-5.588281347},{21.0985251913,-6.6271573483}"
2743,,"Transform","{'beginMa': 350.0, 'endMa': 340.1}",,,1002,"{21.6172867548,-6.1677899092},{26.4296751434,-5.956637893},{30.0525395553,-5.1698106657}"
2744,"Annamia Transform","Transform","{'beginMa': 410.0, 'endMa': 330.1}",,,604,"{-11.3911342978,105.7330676827},{-3.1236201120000002,105.2849384912},{9.6066785318,99.1104359034},{13.1380112328,95.9526171844},{15.9214529833,94.299312604},{19.0360022594,93.7462287533},{21.6811313037,93.7591358521},{23.981982832,94.3006507342},{27.1888293168,95.5037859063},{29.4567158049,97.8984121957},{31.6638043882,101.1721203264},{37.1936777705,102.2681030153},{40.436676008,103.06390119}"
2745,,"SubductionZone","{'beginMa': 320.0, 'endMa': 310.1}",,,1002,"{34.6155164809,6.239527326},{33.1386311642,3.1401843652},{30.7770360513,-1.0456780443},{28.7439369281,-3.6917225351000003},{26.7134166126,-6.0557896814},{24.7795261367,-7.6176517119},{23.3501047357,-8.6873746055},{20.7100080739,-8.35643872},{18.7094457574,-7.2726505126},{15.7617465945,-6.0345492222},{11.034461126,-6.2368835343}"
2746,,"Transform","{'beginMa': 320.0, 'endMa': 310.1}",,,460,"{42.7265559563,97.3501864097},{40.8871733708,92.8906914727},{40.9699287066,89.4821803537},{41.2811711005,83.7022622981},{40.9520982637,77.6589393973},{40.3524955355,75.1875966379},{39.5822396069,72.3829888634},{38.5756849904,69.6910882023},{36.7519624226,61.7627192452}"
2747,,"SubductionZone","{'beginMa': 320.0, 'endMa': 310.1}",,,460,"{49.371917096,77.243290244},{47.2484892301,81.2887352642},{45.7697761042,84.7823177638},{44.0517154496,88.6022551714},{42.556916055,89.0905080951},{40.7121729765,87.4952782804}"
2748,"Kazakhstania subduction zone","SubductionZone","{'beginMa': 320.0, 'endMa': 310.1}",,,1002,"{34.5525868856,10.9510327112},{32.2506091735,9.8593951004},{30.1313484129,8.4000966846},{26.2036587542,6.0762526497},{23.5774597682,3.1109824952}"
2749,"North China-Beishan subduction zone (PAO)","SubductionZone","{'beginMa': 410.0, 'endMa': 360.1}",,,601,"{41.2009389136,141.3396015783},{43.2134547735,133.8461456584},{46.3284725116,129.9034869687},{46.9429264071,119.3482920515},{47.8010971977,109.6653171849},{47.9394474581,100.6231403635}"
2750,,"Transform","{'beginMa': 320.0, 'endMa': 300.1}",,,401,"{49.5110274216,105.1982244465},{45.7146949017,105.9421199006},{42.0421155082,105.7827371526},{40.4510153407,103.9441791521},{38.148017549,101.2493233079},{36.7677044247,98.7325351461},{36.6199454189,96.1024641637}"
2751,"Paleotethys MOR","MidOceanRidge","{'beginMa': 410.0, 'endMa': 365.1}",9006,701,,"{71.1026832061,150.7207190645},{68.2420688344,130.5084324099},{57.5459335664,105.5975828182},{60.8703605545,90.1488123463},{57.2991607446,88.0561544135},{57.3602361005,82.263052807},{42.2368048523,78.8076475487},{41.9807666879,82.4306756944},{41.4212984628,82.5931800938},{40.9465260378,85.958102954},{33.1954482879,84.965334597},{32.8461545682,87.7384268571},{31.8570299212,87.8273548415},{30.8859800591,92.3928593206},{25.8740458812,92.2400339923},{25.9524929243,94.1258019258},{17.9537052984,94.8775247923},{17.46340397,93.3325768641},{9.7845041266,94.3729778913},{2.4462391563,94.9411488119},{2.0994773784,93.8389509522},{-15.436135706,96.0889958031}"
2752,"Paleotethys MOR","MidOceanRidge","{'beginMa': 360.0, 'endMa': 340.1}",9006,701,,"{27.0709196277,37.7126220604},{6.6812975946,43.5624624308},{7.4118275616,46.3764697004},{6.9958293091,46.4141601252},{7.806620282,49.0471340319},{-0.1705128925,51.367656746},{0.4700940558,53.9036821841},{-0.3964504479,54.1673757716},{-0.5036792174,57.5038545222},{-4.5285735632,60.4389707732},{-3.5510165067,61.594851603},{-8.3347070206,66.5518420728},{-9.9566040246,65.071643416},{-21.207906203,75.2848842972},{-23.9938996616,72.3768869924},{-36.9333621068,87.5207553329}"
2753,"Paleotethys MOR","MidOceanRidge","{'beginMa': 365.0, 'endMa': 360.1}",9006,701,,"{40.8364716346,37.1249801163},{25.572633045899998,43.3485490968},{24.5532651278,39.7815171555},{9.6085663606,43.9676573852},{10.3499431247,46.8004137957},{9.9340432509,46.8394961762},{10.7484363169,49.4925122881},{2.7693041768,51.8171874127},{3.4022031566,54.3588243661},{2.5345352957,54.6191469462},{2.4889182073000002,57.9791710067},{-1.6397472381,60.9455696196},{-0.5448418785,61.9953757118},{-5.5685429222,66.8443251554},{-7.1153113228,65.3801981543},{-18.67765059,75.2025145211},{-21.2796221645,72.5960698212},{-34.6030853303,86.673667394}"
2754,"Paleotethys MOR","MidOceanRidge","{'beginMa': 340.0, 'endMa': 310.1}",9006,701,,"{18.2501909805,41.2031656747},{-2.5013624246,45.2674402253},{-1.9472588853000001,48.1026032087},{-2.3647339289,48.1155490645},{-1.6983088319,50.7687663629},{-9.777144958000001,52.7086649774},{-9.2414498631,55.3045710622},{-10.1171588991,55.5393592285},{-10.3203970961,58.9648448522},{-14.3433340211,61.9002569735},{-13.4864040276,63.1049837303},{-18.2838897165,68.1153711935},{-19.9576955265,66.6526859973},{-31.0840964839,77.7986621515},{-31.8744027685,77.0474285993},{-38.375529871,86.8325569809},{-48.8839856913,83.9906289275},{-54.1075521352,82.3738238925}"
2755,"Gondwanna/Annamia transform","Transform","{'beginMa': 340.0, 'endMa': 300.1}",602,701,,"{25.8567342414,72.4950650537},{19.5175802282,87.7903649148},{14.5092632157,93.6032620388},{9.8198964229,101.6717460054}"
2756,"Gondwanna/Annamia transform","Transform","{'beginMa': 300.0, 'endMa': 280.1}",602,701,,"{25.8567342414,72.4950650537},{19.5175802282,87.7903649148},{14.5092632157,93.6032620388},{8.3632808003,101.2312528158},{7.3204252335,108.0913543437},{-7.8482775758,128.3858717789}"
2757,"North China-Beishan subduction zone","SubductionZone","{'beginMa': 290.0, 'endMa': 260.1}",,,601,"{44.5705603137,150.5604427909},{43.6108872505,142.8911601702},{43.5775242132,136.1670389043},{44.046245976,131.3737461291},{44.3212067439,125.90180635},{43.9488215732,117.7923237953},{42.9139505515,110.4801060971},{42.3505027499,105.5443961978},{42.8875874897,103.9143967469},{43.3812016926,103.10196779},{43.5655815165,102.2799303817}"
2758,,"Transform","{'beginMa': 270.0, 'endMa': 260.1}",,,460,"{42.3883712188,97.416161949},{38.0195243692,96.8393586042},{36.4685999611,94.4887286113},{35.6381478097,90.7951697306},{34.6855249653,86.3121247102},{34.3817633208,83.5973089251},{35.4988206922,80.7811273539},{37.2020930793,76.255111556},{38.2746538316,70.9931466616},{38.7903800418,68.5166419074}"
2759,"subduction zone","SubductionZone","{'beginMa': 270.0, 'endMa': 250.1}",,,401,"{51.6307060444,113.9180343571},{45.9534345775,110.3866335219},{43.1180323917,107.0623980105},{33.1262213553,105.1964157416},{28.5915870235,98.9856402669},{24.1546556565,89.7684445951}"
2760,"Mongol-Okhotsk subduction zone","SubductionZone","{'beginMa': 260.0, 'endMa': 250.1}",,,430,"{41.4876049578,69.7255156551},{41.9208695086,71.3421234529},{43.5704459462,76.5279604927},{45.8063105576,83.5909696836},{47.701418061300004,87.4608770535},{49.6310867797,92.0610384166},{50.5929602376,96.9255886441},{51.3930968971,104.9927679018},{52.1794623235,110.1561791679},{54.4217405807,123.7128438774},{55.1398612446,137.4709434496},{54.9630525435,144.6842008698},{54.3617775308,153.0610236891},{53.3500119936,160.3954280061},{53.2665050457,165.3342739748},{52.7103200221,169.1084313595}"
2761,"transform","Transform","{'beginMa': 359.0, 'endMa': 330.1}",,,401,"{46.0376459971,84.4033196977},{45.4087578461,86.3231438992},{44.972795244,87.631713668},{44.3136934963,90.2985908429},{43.7767726037,92.5829391672},{41.6635521574,99.1146643872},{40.7188447527,106.2362078563},{40.5721575218,108.8227756155}"
2762,"North China-Beishan subduction zone","Transform","{'beginMa': 290.0, 'endMa': 260.1}",,,601,"{43.5539504153,102.3818240606},{43.5613111875,101.5822254221},{43.9668580855,99.5217801652},{44.1625157478,97.1356458868},{43.9871182246,94.5146324485},{44.0825466553,91.2017478038},{44.2361655248,86.0012096458},{44.6837007381,82.2853069153},{45.0197076306,76.1978823986},{44.8276949882,73.4819569567},{44.4905089947,70.364576546}"
2763,"transform north of Nan BAB","Transform","{'beginMa': 300.0, 'endMa': 250.1}",,,604,"{39.2410496694,81.2236571413},{37.4412800019,90.5963845641},{34.494342331,100.2883889538},{30.0033171035,109.4847154506},{24.1780534891,119.308586707},{18.4025356659,127.1348016742},{9.0654118262,137.9917656678}"
2764,,"Transform","{'beginMa': 310.0, 'endMa': 250.1}",,,430,"{27.7801744011,140.7295557952},{31.7110556571,143.3963325312},{37.0335374226,146.7464209962},{44.1501051911,150.9338729519},{53.0205975283,153.8253303596},{63.4834935518,156.9398506508},{72.8693918619,156.7839254843},{85.4483177196,151.1244724201},{81.99382512,23.1488081482},{74.2309656362,22.6330314936},{69.4358422838,23.686524627}"
2765,"Paleotethys MOR","MidOceanRidge","{'beginMa': 300.0, 'endMa': 275.1}",9006,701,,"{-9.344281918,58.4799627565},{-19.8002335577,67.25849298},{-19.0384771752,68.6360729199},{-23.8509834909,73.5249576523},{-25.6423108666,72.0307969701},{-44.5245743392,93.0567065722}"
2766,,"Transform","{'beginMa': 275.0, 'endMa': 270.1}",,,302,"{43.0458696414,45.2476633942},{41.0387564148,42.0841992279},{32.2599948183,30.1161874261},{25.1158306069,23.2171263635},{22.5616153931,20.2647869531},{17.8615549996,9.1830202189}"
2767,"Iran and Afghanistan (Cimmerian Terranes)-Arabia rift","ContinentalRift","{'beginMa': 275.0, 'endMa': 270.1}",505,302,,"{26.7894496075,26.1043148704},{21.3075407318,31.1450315523},{20.4864360582,30.3616061738},{16.5555703656,33.7222313004},{14.7055190814,31.7662182914},{10.7884557161,35.0612824948},{9.7093641693,33.8839747579},{5.7857023122,36.9771804349},{3.6330209626,34.7317981405},{-1.1278292478,38.5025645026}"
2768,"Lhasa and Qiangtang (Cimmerian Terranes)-India rift","ContinentalRift","{'beginMa': 275.0, 'endMa': 270.1}",606,302,,"{11.3452529506,41.1863901293},{10.0161748209,40.4240751342},{2.9219495469,46.972960377},{1.4015138528,45.4813904641},{-10.0172920261,57.1696693487},{-9.4962408589,57.5795894014},{-14.1308875433,63.1389043333},{-17.4479245283,69.4333434547}"
