,name,featureType,plateId,attributes,points
0,Trans North China Orogen,UnclassifiedFeature,601,"{'NAME': 'Trans North China Orogen', 'PLATEID1': '601', 'FROMAGE': '1800', 'TOAGE': '0', 'PLATEID2': '0', 'GPGIM_TYPE': 'gpml:UnclassifiedFeature', 'FEATURE_ID': 'GPlates-756175f7-50af-4208-beb8-86df884344cd', 'L_PLATE': '0', 'R_PLATE': '0', 'SPREAD_ASY': '0', 'IMPORT_AGE': '0'}","[{'lat': 39.2348120768, 'lon': 112.0797133343}, {'lat': 39.8864225904, 'lon': 113.0444566038}, {'lat': 40.1759454588, 'lon': 113.4529972931}, {'lat': 40.7504392431, 'lon': 114.5987777232}, {'lat': 41.0647229998, 'lon': 115.0607504841}, {'lat': 41.1908400054, 'lon': 115.3221179101}, {'lat': 41.5431230612, 'lon': 115.8189099946}, {'lat': 41.7844723107, 'lon': 116.0389654066}, {'lat': 42.2554802766, 'lon': 116.3339511982}, {'lat': 42.321721902, 'lon': 116.4686628775}, {'lat': 42.3452693981, 'lon': 116.5303019113}, {'lat': 42.3367249908, 'lon': 116.9843915813}, {'lat': 42.3644732173, 'lon': 119.1821569064}, {'lat': 42.2211331246, 'lon': 120.4123710864}, {'lat': 42.210646268, 'lon': 120.750926572}, {'lat': 41.790468341, 'lon': 120.058313011}, {'lat': 41.5997577346, 'lon': 119.6229380266}, {'lat': 41.365680477, 'lon': 119.2122288151}, {'lat': 41.0504688094, 'lon': 118.9029743792}, {'lat': 40.9992799818, 'lon': 118.6378410265}, {'lat': 40.8848010764, 'lon': 118.385916895}, {'lat': 40.8452014885, 'lon': 117.812263148}, {'lat': 40.842228775, 'lon': 117.4103256906}, {'lat': 40.7151006642, 'lon': 116.9481795954}, {'lat': 40.5634727412, 'lon': 116.5578250685}, {'lat': 40.3450915166, 'lon': 116.1868748592}, {'lat': 40.0048848474, 'lon': 115.7583466896}, {'lat': 39.7449319758, 'lon': 115.5420381457}, {'lat': 39.3513535472, 'lon': 115.2319276268}, {'lat': 38.8502784411, 'lon': 114.8957979945}, {'lat': 38.5423115864, 'lon': 114.6545304821}, {'lat': 38.0683224737, 'lon': 114.5112098678}, {'lat': 34.9579540271, 'lon': 114.3151107901}, {'lat': 32.0235247861, 'lon': 114.2475124275}, {'lat': 32.2762933023, 'lon': 113.6932390076}, {'lat': 32.9038864016, 'lon': 112.6144087568}, {'lat': 33.5047571463, 'lon': 111.0823721789}, {'lat': 33.7763232192, 'lon': 110.0782008146}, {'lat': 33.7933022614, 'lon': 109.5906899092}, {'lat': 33.920444364, 'lon': 108.77734345}, {'lat': 33.925663878, 'lon': 108.765615598}, {'lat': 34.122948173, 'lon': 109.0473884909}, {'lat': 34.3253764134, 'lon': 109.3663920151}, {'lat': 34.7086667657, 'lon': 109.8919337517}, {'lat': 35.2699439478, 'lon': 110.3783330863}, {'lat': 36.212864248, 'lon': 110.862817335}, {'lat': 37.632265489, 'lon': 111.0132617776}, {'lat': 38.2827215954, 'lon': 111.1759617353}, {'lat': 38.726588201, 'lon': 111.3870989089}, {'lat': 39.2348120768, 'lon': 112.0797133343}]"
1,Jiao-Liao-Li Belt,UnclassifiedFeature,601,"{'NAME': 'Jiao-Liao-Li Belt', 'PLATEID1': '601', 'FROMAGE': '1800', 'TOAGE': '0', 'PLATEID2': '0', 'GPGIM_TYPE': 'gpml:UnclassifiedFeature', 'FEATURE_ID': 'GPlates-aa4338a5-234c-4581-94ae-4546fef802e1', 'L_PLATE': '0', 'R_PLATE': '0', 'SPREAD_ASY': '0', 'IMPORT_AGE': '0'}","[{'lat': 36.6773889023, 'lon': 119.2561937034}, {'lat': 37.685451241, 'lon': 120.2434661726}, {'lat': 38.4357890773, 'lon': 120.7345596065}, {'lat': 39.1627700427, 'lon': 121.1203027808}, {'lat': 39.6859756523, 'lon': 121.4607923206}, {'lat': 40.5275908349, 'lon': 122.1558406482}, {'lat': 40.9640679989, 'lon': 123.0373847389}, {'lat': 41.0306861906, 'lon': 124.2472424893}, {'lat': 41.5885402206, 'lon': 125.5574145547}, {'lat': 42.1274996305, 'lon': 126.8334114313}, {'lat': 42.1343477391, 'lon': 127.2935493991}, {'lat': 41.7809118822, 'lon': 128.1427579341}, {'lat': 40.527671493, 'lon': 129.55790708}, {'lat': 39.96236765, 'lon': 128.714965961}, {'lat': 40.4497785152, 'lon': 128.5552766561}, {'lat': 41.2034940845, 'lon': 128.1552402362}, {'lat': 41.405670381, 'lon': 127.7459089629}, {'lat': 41.4424055329, 'lon': 127.3151987928}, {'lat': 41.3295950896, 'lon': 126.6328789795}, {'lat': 41.185876503, 'lon': 126.3186870206}, {'lat': 41.0934420136, 'lon': 126.2160497154}, {'lat': 40.9475273327, 'lon': 125.9933386743}, {'lat': 40.8428096787, 'lon': 125.8020436157}, {'lat': 40.549821476, 'lon': 125.210300222}, {'lat': 40.383472712, 'lon': 124.890934724}, {'lat': 40.2396690105, 'lon': 124.5734557882}, {'lat': 40.1813348164, 'lon': 124.2164760653}, {'lat': 40.1680477216, 'lon': 123.8517459764}, {'lat': 39.9837340857, 'lon': 123.2461954557}, {'lat': 39.9488032774, 'lon': 122.5640572702}, {'lat': 39.8022605794, 'lon': 122.0030309932}, {'lat': 39.2948444861, 'lon': 121.778531354}, {'lat': 38.8153488819, 'lon': 121.7021067339}, {'lat': 38.2034733046, 'lon': 121.5853262546}, {'lat': 37.4287347868, 'lon': 121.4984974605}, {'lat': 36.530604328, 'lon': 120.3696376951}, {'lat': 36.0061336543, 'lon': 119.6832363097}, {'lat': 35.3911506053, 'lon': 118.7152943616}, {'lat': 35.549704321, 'lon': 118.707305201}, {'lat': 35.8178867074, 'lon': 118.8497854564}, {'lat': 36.0310705011, 'lon': 119.0647642035}, {'lat': 36.6773889023, 'lon': 119.2561937034}]"
2,Eastern Block,UnclassifiedFeature,601,"{'NAME': 'Eastern Block', 'PLATEID1': '601', 'FROMAGE': '2600', 'TOAGE': '0', 'PLATEID2': '0', 'GPGIM_TYPE': 'gpml:UnclassifiedFeature', 'FEATURE_ID': 'GPlates-321fa744-6e7f-42f8-9044-a00fe73c95c1', 'L_PLATE': '0', 'R_PLATE': '0', 'SPREAD_ASY': '0', 'IMPORT_AGE': '0'}","[{'lat': 41.990001684, 'lon': 130.470000937}, {'lat': 41.810001597, 'lon': 130.210006873}, {'lat': 41.558849625, 'lon': 129.993941961}, {'lat': 41.369728791, 'lon': 129.899399115}, {'lat': 41.283541476, 'lon': 129.881641248}, {'lat': 41.130001503, 'lon': 129.850006169}, {'lat': 40.861110783, 'lon': 129.864135997}, {'lat': 40.749999612, 'lon': 129.880005036}, {'lat': 40.527671493, 'lon': 129.55790708}, {'lat': 41.7809118822, 'lon': 128.1427579341}, {'lat': 42.1343477391, 'lon': 127.2935493991}, {'lat': 42.1274996305, 'lon': 126.8334114313}, {'lat': 41.5885402206, 'lon': 125.5574145547}, {'lat': 41.0306861906, 'lon': 124.2472424893}, {'lat': 40.9640679989, 'lon': 123.0373847389}, {'lat': 40.5275908349, 'lon': 122.1558406482}, {'lat': 39.6859756523, 'lon': 121.4607923206}, {'lat': 39.1627700427, 'lon': 121.1203027808}, {'lat': 38.4357890773, 'lon': 120.7345596065}, {'lat': 37.685451241, 'lon': 120.2434661726}, {'lat': 36.6773889023, 'lon': 119.2561937034}, {'lat': 36.0310705011, 'lon': 119.0647642035}, {'lat': 35.8178867074, 'lon': 118.8497854564}, {'lat': 35.549704321, 'lon': 118.707305201}, {'lat': 35.3911506053, 'lon': 118.7152943616}, {'lat': 35.3034641769, 'lon': 118.6552663408}, {'lat': 34.599363976, 'lon': 118.5303525617}, {'lat': 34.1764097655, 'lon': 118.3008100126}, {'lat': 33.748541261, 'lon': 118.0848028547}, {'lat': 32.9323438954, 'lon': 118.0101905276}, {'lat': 32.6161390625, 'lon': 117.9222888976}, {'lat': 32.1350289987, 'lon': 117.7814459011}, {'lat': 31.986112173, 'lon': 117.73103406}, {'lat': 31.7660057268, 'lon': 117.5965057581}, {'lat': 31.5775708517, 'lon': 117.4583389892}, {'lat': 31.4237934549, 'lon': 117.3117950591}, {'lat': 31.38994389, 'lon': 117.287613136}, {'lat': 31.4145863, 'lon': 117.112837925}, {'lat': 31.427234391, 'lon': 117.023131899}, {'lat': 31.4957537401, 'lon': 116.6051967503}, {'lat': 31.6594197361, 'lon': 116.132484072}, {'lat': 31.7557534314, 'lon': 115.8262427214}, {'lat': 31.8048228383, 'lon': 115.5255640808}, {'lat': 31.7818797223, 'lon': 115.2925670769}, {'lat': 31.830114664, 'lon': 115.034391112}, {'lat': 31.879789037000002, 'lon': 114.8697683947}, {'lat': 31.9529138912, 'lon': 114.487644868}, {'lat': 32.0235247861, 'lon': 114.2475124275}, {'lat': 34.9579540271, 'lon': 114.3151107901}, {'lat': 38.0683224737, 'lon': 114.5112098678}, {'lat': 38.5423115864, 'lon': 114.6545304821}, {'lat': 38.8502784411, 'lon': 114.8957979945}, {'lat': 39.3513535472, 'lon': 115.2319276268}, {'lat': 39.7449319758, 'lon': 115.5420381457}, {'lat': 40.0048848474, 'lon': 115.7583466896}, {'lat': 40.3450915166, 'lon': 116.1868748592}, {'lat': 40.5634727412, 'lon': 116.5578250685}, {'lat': 40.7151006642, 'lon': 116.9481795954}, {'lat': 40.842228775, 'lon': 117.4103256906}, {'lat': 40.8452014885, 'lon': 117.812263148}, {'lat': 40.8848010764, 'lon': 118.385916895}, {'lat': 40.9992799818, 'lon': 118.6378410265}, {'lat': 41.0504688094, 'lon': 118.9029743792}, {'lat': 41.365680477, 'lon': 119.2122288151}, {'lat': 41.5997577346, 'lon': 119.6229380266}, {'lat': 41.790468341, 'lon': 120.058313011}, {'lat': 42.210646268, 'lon': 120.750926572}, {'lat': 42.3128748893, 'lon': 121.0655357775}, {'lat': 42.4096503449, 'lon': 121.3993006358}, {'lat': 42.4578268617, 'lon': 121.8625879449}, {'lat': 42.5044728001, 'lon': 122.69333726}, {'lat': 42.67167301, 'lon': 123.5239789509}, {'lat': 42.6437172844, 'lon': 123.6777354418}, {'lat': 42.6107368522, 'lon': 124.1251864926}, {'lat': 43.0538706251, 'lon': 124.7093994814}, {'lat': 42.8202519614, 'lon': 125.2997197882}, {'lat': 42.7818281613, 'lon': 125.4561303689}, {'lat': 42.7633303259, 'lon': 126.3198397512}, {'lat': 43.1877827193, 'lon': 127.2135035553}, {'lat': 43.1066672138, 'lon': 127.5000545385}, {'lat': 43.0526628706, 'lon': 127.6526709412}, {'lat': 42.9361547906, 'lon': 127.8713945505}, {'lat': 42.903488486, 'lon': 128.1668120148}, {'lat': 42.9005693555, 'lon': 128.494852116}, {'lat': 42.8591725876, 'lon': 128.7026165998}, {'lat': 42.6926743732, 'lon': 129.1846874474}, {'lat': 42.5107000157, 'lon': 129.672762553}, {'lat': 42.3939250246, 'lon': 129.7946361067}, {'lat': 42.4257972573, 'lon': 130.0457758994}, {'lat': 42.4719882472, 'lon': 130.2308620405}, {'lat': 42.3212487099, 'lon': 130.1976939977}, {'lat': 41.990001684, 'lon': 130.470000937}]"
3,Ala Shan,ClosedContinentalBoundary,451,"{'NAME': 'Ala Shan', 'PLATEID1': '451', 'FROMAGE': '600', 'TOAGE': '-999', 'PLATEID2': '0', 'GPGIM_TYPE': 'gpml:ClosedContinentalBoundary', 'FEATURE_ID': 'GPlates-1fd0901c-3a7f-42a1-afeb-4ebbf4dd0490', 'L_PLATE': '0', 'R_PLATE': '0', 'SPREAD_ASY': '0', 'IMPORT_AGE': '0'}","[{'lat': 40.4621276756, 'lon': 104.7254346392}, {'lat': 40.1789701727, 'lon': 103.4018763022}, {'lat': 40.0402076582, 'lon': 102.4170342327}, {'lat': 39.9981210846, 'lon': 101.4924801066}, {'lat': 40.1236455493, 'lon': 100.5334092497}, {'lat': 40.2049166494, 'lon': 99.9068052142}, {'lat': 40.2020924918, 'lon': 99.1545021183}, {'lat': 40.0263993712, 'lon': 97.6791426541}, {'lat': 39.8752253717, 'lon': 97.6696317304}, {'lat': 39.7618198073, 'lon': 97.6776396776}, {'lat': 39.904671312, 'lon': 97.069605067}, {'lat': 39.932417122, 'lon': 96.188675609}, {'lat': 39.856116145, 'lon': 95.834916536}, {'lat': 39.453801905, 'lon': 94.322769908}, {'lat': 39.349755119, 'lon': 93.448776903}, {'lat': 39.149057435, 'lon': 92.311921541}, {'lat': 38.806573551, 'lon': 91.145335811}, {'lat': 38.699547337, 'lon': 90.567394257}, {'lat': 38.549710638, 'lon': 89.957344839}, {'lat': 38.389171317, 'lon': 89.390105906}, {'lat': 38.311071885, 'lon': 88.890228133}, {'lat': 38.309285402, 'lon': 88.878793691}, {'lat': 38.581859039, 'lon': 89.747506547}, {'lat': 38.828847474, 'lon': 90.340278792}, {'lat': 39.14993244, 'lon': 91.031846409}, {'lat': 39.569812779, 'lon': 91.451726749}, {'lat': 40.014391963, 'lon': 91.822209402}, {'lat': 40.681260738, 'lon': 92.464379333}, {'lat': 41.378982544, 'lon': 90.647109985}, {'lat': 41.493835449, 'lon': 90.118705749}, {'lat': 41.571647644, 'lon': 89.840881348}, {'lat': 41.818324973, 'lon': 89.233890495}, {'lat': 42.134010315, 'lon': 88.522590638}, {'lat': 42.292034149, 'lon': 88.239318847}, {'lat': 42.551818933, 'lon': 87.566938182}, {'lat': 42.565342744, 'lon': 87.337033406}, {'lat': 42.673533227, 'lon': 86.485033354}, {'lat': 42.768199899, 'lon': 86.052271422}, {'lat': 42.990757991, 'lon': 84.38231466}, {'lat': 43.093794253, 'lon': 84.874516842}, {'lat': 43.229649152, 'lon': 85.762327125}, {'lat': 43.383255738, 'lon': 86.351327036}, {'lat': 43.504362539, 'lon': 86.927750283}, {'lat': 43.603819975, 'lon': 87.226715788}, {'lat': 43.689535728, 'lon': 87.484374282}, {'lat': 43.880361949, 'lon': 87.87369636}, {'lat': 43.959903929, 'lon': 88.309436776}, {'lat': 43.91401988, 'lon': 88.826934704}, {'lat': 43.809286143, 'lon': 89.306035064}, {'lat': 43.812234526, 'lon': 89.877334059}, {'lat': 44.137310404, 'lon': 91.008899788}, {'lat': 44.453609494, 'lon': 91.887394632}, {'lat': 44.646486904, 'lon': 92.868855096}, {'lat': 44.902094166, 'lon': 93.700499914}, {'lat': 44.900922633, 'lon': 93.862035076}, {'lat': 44.733943355, 'lon': 94.801940009}, {'lat': 44.368903995, 'lon': 97.459934005}, {'lat': 44.393694375, 'lon': 97.512767102}, {'lat': 44.082826841, 'lon': 98.773247745}, {'lat': 43.820740716, 'lon': 100.093794388}, {'lat': 43.805115479, 'lon': 100.215461711}, {'lat': 43.765118019, 'lon': 101.520801697}, {'lat': 43.700907645, 'lon': 102.741660429}, {'lat': 43.566282503, 'lon': 103.449070099}, {'lat': 43.382079528, 'lon': 104.157353645}, {'lat': 43.122912539, 'lon': 104.9035838}, {'lat': 42.581380424, 'lon': 105.980276579}, {'lat': 42.479254273, 'lon': 106.217679697}, {'lat': 42.458652832, 'lon': 106.301411512}, {'lat': 42.3751586358, 'lon': 106.3511756088}, {'lat': 42.2060389073, 'lon': 106.3289820342}, {'lat': 41.6253761101, 'lon': 106.131077747}, {'lat': 40.9017913742, 'lon': 105.9992162663}, {'lat': 40.785575865, 'lon': 105.7144897388}, {'lat': 40.4621276756, 'lon': 104.7254346392}]"
4,Khondalite Belt,UnclassifiedFeature,601,"{'NAME': 'Khondalite Belt', 'PLATEID1': '601', 'FROMAGE': '1800', 'TOAGE': '0', 'PLATEID2': '0', 'GPGIM_TYPE': 'gpml:UnclassifiedFeature', 'FEATURE_ID': 'GPlates-cad97efb-4933-461b-bbfb-966c793fc222', 'L_PLATE': '0', 'R_PLATE': '0', 'SPREAD_ASY': '0', 'IMPORT_AGE': '0'}","[{'lat': 37.698879442, 'lon': 102.625703456}, {'lat': 38.0721307505, 'lon': 102.872737456}, {'lat': 38.9798517709, 'lon': 104.6209396571}, {'lat': 40.475691099, 'lon': 107.6760535997}, {'lat': 40.7540697833, 'lon': 108.7287778641}, {'lat': 40.9256237376, 'lon': 109.7991156769}, {'lat': 40.9148914803, 'lon': 110.7824529369}, {'lat': 41.1253567736, 'lon': 111.5752797793}, {'lat': 41.2069988988, 'lon': 112.2206061275}, {'lat': 41.2462013188, 'lon': 112.8152519009}, {'lat': 41.2423550346, 'lon': 113.5423966838}, {'lat': 41.0647229998, 'lon': 115.0607504841}, {'lat': 40.7504392431, 'lon': 114.5987777232}, {'lat': 40.1759454588, 'lon': 113.4529972931}, {'lat': 39.8864225904, 'lon': 113.0444566038}, {'lat': 39.8458848644, 'lon': 110.1748801035}, {'lat': 39.7760517539, 'lon': 109.53231476}, {'lat': 39.5101969333, 'lon': 108.546005469}, {'lat': 38.9224281991, 'lon': 107.4954939936}, {'lat': 38.435990876, 'lon': 106.6548988373}, {'lat': 38.0315303718, 'lon': 105.8677295211}, {'lat': 37.8343363288, 'lon': 105.5064694645}, {'lat': 36.956679033, 'lon': 104.781552869}, {'lat': 37.159503539, 'lon': 103.883198061}, {'lat': 37.358993274, 'lon': 103.23611127}, {'lat': 37.546277489, 'lon': 102.972526077}, {'lat': 37.698879442, 'lon': 102.625703456}]"
5,Alxa,UnclassifiedFeature,451,"{'NAME': 'Alxa', 'PLATEID1': '451', 'FROMAGE': '2600', 'TOAGE': '0', 'PLATEID2': '0', 'GPGIM_TYPE': 'gpml:UnclassifiedFeature', 'FEATURE_ID': 'GPlates-23de7f28-2832-4948-9539-8f4331a48475', 'L_PLATE': '0', 'R_PLATE': '0', 'SPREAD_ASY': '0', 'IMPORT_AGE': '0'}","[{'lat': 38.9798517709, 'lon': 104.6209396571}, {'lat': 38.0721307505, 'lon': 102.872737456}, {'lat': 37.698879442, 'lon': 102.625703456}, {'lat': 38.108377546, 'lon': 101.542788496}, {'lat': 38.420270494, 'lon': 100.621068707}, {'lat': 38.843394092, 'lon': 100.184072204}, {'lat': 38.947440878, 'lon': 99.851122488}, {'lat': 39.044551212, 'lon': 99.608346653}, {'lat': 39.391373833, 'lon': 98.928574316}, {'lat': 39.634149668, 'lon': 98.221056169}, {'lat': 39.7618198073, 'lon': 97.6776396776}, {'lat': 39.8752253717, 'lon': 97.6696317304}, {'lat': 40.0263993712, 'lon': 97.6791426541}, {'lat': 40.2020924918, 'lon': 99.1545021183}, {'lat': 40.2049166494, 'lon': 99.9068052142}, {'lat': 40.1236455493, 'lon': 100.5334092497}, {'lat': 39.9981210846, 'lon': 101.4924801066}, {'lat': 40.0402076582, 'lon': 102.4170342327}, {'lat': 40.1789701727, 'lon': 103.4018763022}, {'lat': 40.4621276756, 'lon': 104.7254346392}, {'lat': 40.785575865, 'lon': 105.7144897388}, {'lat': 40.9017913742, 'lon': 105.9992162663}, {'lat': 40.3388120178, 'lon': 105.9027055195}, {'lat': 39.5988962922, 'lon': 105.371896412}, {'lat': 38.9798517709, 'lon': 104.6209396571}]"
6,Meso-Neoproterozoic passive margins,UnclassifiedFeature,401,"{'NAME': 'Meso-Neoproterozoic passive margins', 'PLATEID1': '401', 'FROMAGE': '1000', 'TOAGE': '0', 'DESCR': 'Pisarevsky et al. 2008', 'PLATEID2': '0', 'GPGIM_TYPE': 'gpml:UnclassifiedFeature', 'FEATURE_ID': 'GPlates-148bfbe8-e1dd-488c-9ae7-439f1254c8b4', 'L_PLATE': '0', 'R_PLATE': '0', 'SPREAD_ASY': '0', 'IMPORT_AGE': '0'}","[{'lat': 73.260925293, 'lon': 94.078308105}, {'lat': 73.318908691, 'lon': 95.481323242}, {'lat': 73.463928223, 'lon': 95.936706543}, {'lat': 73.96887207, 'lon': 96.66027832}, {'lat': 74.003112793, 'lon': 97.194885254}, {'lat': 74.151306152, 'lon': 98.014526367}, {'lat': 74.187683105, 'lon': 98.890319824}, {'lat': 74.25567627, 'lon': 99.465698242}, {'lat': 74.520874023, 'lon': 100.098327637}, {'lat': 74.594299316, 'lon': 101.129516602}, {'lat': 74.577514648, 'lon': 101.315490723}, {'lat': 74.59588623, 'lon': 102.121520996}, {'lat': 74.670075599, 'lon': 102.778689839}, {'lat': 74.716674805, 'lon': 103.191894531}, {'lat': 74.788085937, 'lon': 104.102294922}, {'lat': 74.835693359, 'lon': 104.344726562}, {'lat': 74.85851011, 'lon': 104.267171006}, {'lat': 74.899291992, 'lon': 104.128295898}, {'lat': 74.940124512, 'lon': 103.821716309}, {'lat': 75.077880859, 'lon': 103.826721191}, {'lat': 75.148071289, 'lon': 104.162475586}, {'lat': 75.124511719, 'lon': 104.881103516}, {'lat': 75.047912598, 'lon': 105.244873047}, {'lat': 74.956097817, 'lon': 105.330303016}, {'lat': 74.93347168, 'lon': 105.351318359}, {'lat': 74.856079102, 'lon': 105.467895508}, {'lat': 74.907470703, 'lon': 105.850524902}, {'lat': 75.030035349, 'lon': 106.438488019}, {'lat': 75.094909668, 'lon': 106.75012207}, {'lat': 75.136291504, 'lon': 107.460510254}, {'lat': 74.962890625, 'lon': 109.05871582}, {'lat': 74.988899028, 'lon': 109.438720195}, {'lat': 75.004272461, 'lon': 109.663085937}, {'lat': 74.989087733, 'lon': 110.013324867}, {'lat': 74.954528809, 'lon': 110.811706543}, {'lat': 74.903930664, 'lon': 111.030090332}, {'lat': 74.80267334, 'lon': 112.174499512}, {'lat': 73.9916, 'lon': 112.8309}, {'lat': 73.570706557, 'lon': 115.366442291}, {'lat': 73.369738381, 'lon': 116.70543317}, {'lat': 72.80555677, 'lon': 120.030294976}, {'lat': 72.717399429, 'lon': 120.999298107}, {'lat': 72.734852086, 'lon': 121.981819564}, {'lat': 72.821950249, 'lon': 122.116135557}, {'lat': 72.561893152, 'lon': 123.290305365}, {'lat': 72.416755901, 'lon': 125.044846423}, {'lat': 72.165160758, 'lon': 126.761488164}, {'lat': 71.174802443, 'lon': 127.520629162}, {'lat': 69.970210892, 'lon': 126.877401325}, {'lat': 69.489558342, 'lon': 126.355004043}, {'lat': 68.859049872, 'lon': 126.40954169}, {'lat': 67.19297598, 'lon': 126.065572338}, {'lat': 66.423803278, 'lon': 125.619328043}, {'lat': 65.854412852, 'lon': 126.022047537}, {'lat': 65.639440722, 'lon': 126.021615994}, {'lat': 65.310781631, 'lon': 126.416103285}, {'lat': 64.96987614, 'lon': 126.264200329}, {'lat': 64.569082489, 'lon': 126.185532599}, {'lat': 64.472290039, 'lon': 124.112121582}, {'lat': 64.735473633, 'lon': 123.780273437}, {'lat': 65.348693848, 'lon': 123.395080566}, {'lat': 65.867126465, 'lon': 122.913513184}, {'lat': 66.520324707, 'lon': 122.274291992}, {'lat': 66.52138042, 'lon': 122.273817155}, {'lat': 66.946289062, 'lon': 122.082702637}, {'lat': 66.959716797, 'lon': 122.061279297}, {'lat': 67.376281738, 'lon': 121.85369873}, {'lat': 67.753112793, 'lon': 121.923522949}, {'lat': 68.763916016, 'lon': 122.125915527}, {'lat': 69.203674316, 'lon': 122.419921875}, {'lat': 69.841308594, 'lon': 123.163879395}, {'lat': 70.32232666, 'lon': 123.941711426}, {'lat': 70.499694824, 'lon': 124.586303711}, {'lat': 70.897521973, 'lon': 125.163085937}, {'lat': 71.479492187, 'lon': 125.354919434}, {'lat': 71.681091309, 'lon': 124.975708008}, {'lat': 71.90032959, 'lon': 124.192077637}, {'lat': 71.932312012, 'lon': 123.453491211}, {'lat': 71.950683594, 'lon': 122.273925781}, {'lat': 72.041870117, 'lon': 121.437683105}, {'lat': 72.293884277, 'lon': 119.820495605}, {'lat': 72.472290039, 'lon': 118.002075195}, {'lat': 72.844726562, 'lon': 116.977905273}, {'lat': 72.958129883, 'lon': 116.292114258}, {'lat': 72.951991697, 'lon': 115.551288205}, {'lat': 72.951991697, 'lon': 115.551288205}, {'lat': 72.949279785, 'lon': 113.659118652}, {'lat': 72.952697754, 'lon': 112.195495605}, {'lat': 72.66192627, 'lon': 110.086730957}, {'lat': 72.563720703, 'lon': 107.90411377}, {'lat': 72.480040451, 'lon': 106.637012598}, {'lat': 72.453674316, 'lon': 106.297729492}, {'lat': 72.346057767, 'lon': 105.744079968}, {'lat': 72.03145177, 'lon': 104.16163397}, {'lat': 71.965168226, 'lon': 103.828232414}, {'lat': 71.938476562, 'lon': 103.843078613}, {'lat': 71.605285645, 'lon': 102.830688477}, {'lat': 71.002886846, 'lon': 101.475100733}, {'lat': 70.914672852, 'lon': 101.276672363}, {'lat': 70.632085681, 'lon': 99.511381963}, {'lat': 70.5546875, 'lon': 97.371887207}, {'lat': 70.56072998, 'lon': 94.666503906}, {'lat': 70.653930664, 'lon': 93.3125}, {'lat': 70.502685547, 'lon': 90.86907959}, {'lat': 70.238891602, 'lon': 89.240478516}, {'lat': 70.106323242, 'lon': 88.146118164}, {'lat': 69.879272461, 'lon': 87.132324219}, {'lat': 69.596679687, 'lon': 86.61328125}, {'lat': 69.451105394, 'lon': 86.633872555}, {'lat': 69.436623805, 'lon': 86.156830841}, {'lat': 69.528076172, 'lon': 86.025085449}, {'lat': 69.735717773, 'lon': 85.603881836}, {'lat': 69.8191045447, 'lon': 85.3915470761}, {'lat': 69.786315918, 'lon': 84.797912598}, {'lat': 69.692799167, 'lon': 84.6127915893}, {'lat': 69.634094238, 'lon': 84.507507324}, {'lat': 69.72668457, 'lon': 84.069274902}, {'lat': 69.855529785, 'lon': 83.774475098}, {'lat': 70.066101074, 'lon': 83.370300293}, {'lat': 70.099487305, 'lon': 83.163879395}, {'lat': 70.204101562, 'lon': 82.957092285}, {'lat': 70.287719727, 'lon': 82.967102051}, {'lat': 70.320678711, 'lon': 83.36907959}, {'lat': 70.431518555, 'lon': 83.701721191}, {'lat': 70.543273926, 'lon': 83.759277344}, {'lat': 71.004882812, 'lon': 83.373718262}, {'lat': 71.109924316, 'lon': 83.157470703}, {'lat': 71.265319824, 'lon': 83.16809082}, {'lat': 71.2897703928, 'lon': 83.209014992}, {'lat': 71.609924316, 'lon': 83.744873047}, {'lat': 71.790527344, 'lon': 83.484924316}, {'lat': 71.876281738, 'lon': 83.327880859}, {'lat': 71.938720703, 'lon': 82.614074707}, {'lat': 72.136474609, 'lon': 82.267700195}, {'lat': 72.251891702, 'lon': 82.308900012}, {'lat': 72.312927246, 'lon': 82.330688477}, {'lat': 72.457092285, 'lon': 82.937683105}, {'lat': 72.551843338, 'lon': 83.848331438}, {'lat': 72.62310791, 'lon': 84.533874512}, {'lat': 72.720865795, 'lon': 85.175112979}, {'lat': 72.781494141, 'lon': 85.572875977}, {'lat': 72.983520508, 'lon': 86.409118652}, {'lat': 73.085693359, 'lon': 87.358703613}, {'lat': 73.090087891, 'lon': 87.759094238}, {'lat': 73.014099121, 'lon': 88.154296875}, {'lat': 72.992492676, 'lon': 88.592285156}, {'lat': 73.220823305, 'lon': 89.456315452}, {'lat': 73.237670898, 'lon': 89.520324707}, {'lat': 73.305480957, 'lon': 90.159484863}, {'lat': 73.293884277, 'lon': 91.485717773}, {'lat': 73.221496582, 'lon': 91.787475586}, {'lat': 73.26348877, 'lon': 92.525878906}, {'lat': 73.260925293, 'lon': 94.078308105}]"
